,sgRNA,Lib36_gDNA,Lib36_sorted1,Lib36_sorted2,Lib66_sorted1,Lib66_sorted2,Lib66_gDNA
2441,Entry752_73,6.68358229502236e-05,0.0,0.0,0.0,0.0,6.432151116624678e-05
2442,psbZ_97,5.065230607233927e-05,0.0,0.0,0.0,3.329556438529763e-05,7.280194095257471e-05
2443,slr5053_28,2.506343360633385e-05,0.0,0.0,3.657944034751116e-05,2.7859553873412306e-05,1.172431003246429e-05
2444,sll0082_19,0.00011312698648728884,0.0,0.0,4.0463982685299956e-05,0.0,8.485063900965264e-05
2445,Entry786_36,6.121362715173781e-05,0.0,0.0,2.0070135411908773e-05,1.2570774308734821e-05,8.693599059645458e-05
2446,chlD_4,0.00017255412151614331,1.200545848178972e-05,0.0,9.581871099879029e-05,3.09173097863478e-05,5.9177643918801966e-05
2447,sll1236_15,0.0001347750675057575,0.0030838021020223863,0.0,0.00047326674148726825,7.610414716639458e-05,0.00010825291792820784
2448,ssl8010_89,8.990258888980548e-05,0.00012165531261546917,0.0,5.8591846928314333e-05,1.1891272994749153e-05,0.00016330619981977932
2449,Entry1661_18,0.00012437137808426042,0.0010615493177564732,0.0008583859294424195,3.301860987120476e-05,6.217437022968844e-05,0.0003546951343418248
2451,sll0209_40,9.45264508549153e-05,0.0004017826771905626,0.0,0.0,1.3250275622720485e-05,1.5385260595961045e-05
2454,slr1770_94,0.00010687426405719718,0.0,0.0004622357395009307,2.751550822600397e-05,6.455262482863827e-05,6.418248772712665e-05
2455,Entry354_102,7.771240734542508e-05,0.0,0.0,0.0,0.0,3.521927124376625e-05
2456,secF_30,6.589003300281478e-05,0.0,0.0,1.2301050736331184e-05,3.567381898424746e-05,1.353161474102598e-05
2457,livG_4,5.233371042328829e-05,0.0,0.0,0.0,0.0,5.329231832938314e-06
2458,sll5075_179,7.949889946830842e-05,0.0,0.0,1.0682491428919189e-05,2.446204730348397e-05,4.8519180252925346e-05
2459,slr0214_16,8.238881319650205e-05,0.0,0.0,4.9204202945324735e-05,4.518683738004678e-05,0.00014069172038957148
2460,sll0167_7,0.0002662398701955841,0.0,6.753797922008886e-05,0.00019649309991981657,9.784818921393588e-05,0.0003356025820359936
2461,hoxH_10,4.7552216800277005e-05,0.0,0.0,2.298354216525037e-05,0.0,3.3597331120698064e-05
2462,Entry2106_77,9.18467126705903e-05,0.0,2.1060230079382543e-05,8.351766026245911e-05,0.00010668170629574956,0.00018874748917876305
2463,slr1468_22,9.783671567084618e-05,9.337578819169783e-06,0.0,4.014027082381755e-05,0.00011279721812162056,0.00020626444250789944
2464,slr2131_37,6.473406751153733e-05,0.0,0.0,0.0,0.0,0.00011594554822618835
2465,Entry1156_46,2.8636417852100517e-05,0.0,0.0,0.0,0.0,1.7146224158149356e-05
2466,menD_31,0.00014775340733964526,0.0,0.000267610164974223,6.118154182017353e-05,0.00028199304530405133,5.1624037059941574e-05
2467,glnB_56,4.7236953484474074e-05,0.0,0.0,3.8521711516405547e-05,0.0,8.43408863995455e-05
2469,slr1913_7,0.00013813787620765554,0.00019742309503387542,0.0008046460319984779,2.298354216525037e-05,5.809736234577443e-05,0.0001017651574359351
2470,Entry1926_46,0.00013808533232168835,0.0,0.00020551879698156068,0.0,0.00016715732324047383,1.8721823134844166e-05
2471,sll0355_25,8.207354988069909e-05,0.0,0.0,3.140005056379276e-05,8.663641753317241e-05,7.891897227386041e-05
2472,secD_75,0.00014439059863774722,0.0,0.0,7.898569420170551e-05,0.0,4.4811888543055216e-05
2473,Entry1622_28,1.2978339833887759e-05,0.0,0.0,0.0,0.0,2.734127636029222e-05
2474,Entry1900_30,0.00019015632331514088,0.0,0.0,5.9239270651279125e-05,1.9026036791598645e-05,9.657494904211692e-05
2475,Entry1544_83,5.942713502885448e-05,4.375322646696698e-05,0.0,0.0002767736415674517,0.0,8.614819110810718e-05
2476,rps15_17,1.3241059263723544e-05,0.0,0.0,0.0,0.0,1.4134049643879874e-05
2477,Entry1453_28,0.00011070996773279963,0.0,0.0,8.44887958469063e-05,0.0,0.00015816233257233447
2478,slr0454_64,0.0004188273150442078,0.0003030711296736249,9.549725018754498e-05,0.0002563797942940605,4.484708672305395e-05,0.00012720644679491887
2479,sll1233_7,9.752145235504324e-05,0.0,0.0,3.1723762425275164e-05,6.013586628773144e-05,0.00018355728078494487
2480,ycf6_52,3.278738484350592e-05,0.0,0.0,0.0,0.0,2.3170573186688322e-05
2481,ctaD2_16,9.983338333759816e-05,0.0,0.0001499633624618102,0.00018516318476793258,2.480179796047681e-05,0.00012317476706043515
2482,slr0553_7,0.00022205046209720518,0.0,0.001267971093744894,0.00018289720173755576,0.00010260469841183556,0.00025306900034500985
2484,folE_22,2.117518604476424e-05,0.0,0.0,0.0,0.0,4.064118536945132e-05
2485,sll0462_19,9.321285370573637e-05,0.0,0.0,2.783922008748637e-05,0.0,7.896531342023379e-05
2486,hhoA_23,4.4031776440477504e-05,0.0,0.0,0.0,1.7327283506634478e-05,3.1326614948402616e-05
2487,slr2121_11,7.198512377500498e-05,0.00018568442451834767,0.0,0.0,0.0,4.708260471535066e-05
2488,slr1303_78,7.082915828372751e-05,0.0,0.0,1.4243321905225587e-05,1.7667034163627313e-05,3.229977902224352e-05
2489,cscK_62,4.382160089660887e-05,8.457178530505203e-05,5.047193070748575e-05,0.0,3.805207358319729e-05,3.0168086289068196e-05
2490,slr1876_3,8.743302624934912e-05,2.454449289610343e-05,0.0,2.427838961117997e-05,0.0,0.00010032858189836042
2491,apt_45,7.172240434516919e-05,0.00015153556483681247,0.0,0.0,1.3590026279713318e-05,0.00013286006665247084
2492,gltS_111,0.0002423324020805277,0.0008787995608670077,0.00035039865563110613,0.0007930940606318791,0.0003744052240061019,0.00032814165746987997
2493,slr1592_106,7.792258288929371e-05,0.0,0.0,2.5896948918591972e-05,4.246883212410412e-05,5.71386334783734e-05
2494,mutS2_95,6.835959564327116e-05,0.0,0.0,5.8591846928314333e-05,2.1064540733555646e-05,6.510931065459416e-05
2495,slr1032_99,9.578750411812708e-05,0.0,0.0,0.0,0.0,0.0001356868765812468
2496,Entry1992_8,6.252722430091672e-06,0.0,0.0,0.0,0.0,6.0243490285389624e-06
2497,slr0730_17,4.954888446702898e-05,0.0,0.0,0.0,0.0,7.275559980620133e-06
2498,Entry1504_19,0.00012043058663672364,0.0,0.0,4.175883013122955e-05,1.4609278250691816e-05,0.00021043514568150327
2500,psaB_38,3.257720929963729e-05,0.0,0.0,0.00021041270996355972,7.542464585240892e-05,5.17630604990617e-05
2501,sll1193_28,4.408432032644466e-05,0.00044713663145510164,0.0,0.0,0.0,3.5265612390139624e-05
2502,Entry1857_3,0.00011165575768020845,0.0,0.00034640447406432667,3.8845423377887956e-05,0.0,7.502631597849678e-05
2503,slr2128_20,5.926950337095302e-05,0.0,0.0,0.0,0.0,5.880691474781496e-05
2504,Entry1923_60,8.186337433683048e-05,0.0,0.0,4.014027082381755e-05,0.0,2.9287604507974035e-05
2505,Entry560_55,0.00010860821229411336,0.0,0.0,0.0,3.3975065699283286e-05,0.00016576228057756825
2506,slr0650_257,0.0001587876233927482,0.0,0.0009411744200993026,1.2948474459295986e-05,2.6160800588448143e-05,0.00015579893410729226
2508,ccmK_76,0.00023497625804512573,0.0,0.0001779226334292663,3.5608304763063956e-05,2.174404204754131e-05,8.563843849800002e-05
2509,Entry565_1,1.176983045664315e-05,0.0,0.0,0.0,0.0,1.0565781373129876e-05
2510,slr1767_30,0.00012347813202281876,0.0,0.00018954207071444288,2.9457779394898365e-05,8.052090570730142e-05,0.00017781097863464617
2511,Entry1523_47,7.051389496792458e-05,0.0,0.0,0.0,0.0,8.044823010418184e-05
2512,slr1043_123,3.389080644881621e-05,0.0,9.622346501786852e-05,0.0,0.0,2.5024219041623387e-06
2513,psaI_66,3.2419577641735824e-05,0.00011285130972882337,0.0,0.00015052601558931584,0.0,6.812148516886366e-05
2514,Entry2111_90,5.979494223062458e-05,0.0,0.0,0.00011427028710328708,0.0,9.453593860168834e-05
2515,Entry1791_15,8.83262723107908e-05,1.1738670515527726e-05,0.0,5.244132156014874e-05,0.00015900330747264582,8.712135518194808e-05
2516,slr6040_435,7.997179444201284e-05,0.0,0.0,3.366603359416956e-05,7.508489519541609e-05,5.370938864674353e-05
2517,Entry2077_44,8.738048236338195e-05,0.0,3.485831185552973e-05,0.0,0.0,3.744364626968833e-05
2518,Entry2037_117,7.088170216969468e-05,0.00023557377420934048,9.150306862076552e-05,0.0,0.0,7.340437585542859e-05
2519,thrB_73,7.823784620509665e-05,0.0,0.0,0.0,0.0,0.00010255295692428249
2520,sll1021_48,5.369985145843437e-05,0.0,0.00018445856690217812,1.650930493560238e-05,3.09173097863478e-05,4.958502661951301e-05
2523,slr1376_8,3.1316156036425523e-05,0.0,0.000247276149725164,0.0,0.0,1.890718772033767e-05
2524,slr0209_54,0.0002298269572203444,0.0013475460175893304,0.0,0.0004408955553390283,4.790484263598945e-05,0.0003047393785513248
2525,Entry1052_37,1.9336150035913746e-05,0.0,0.0,0.0,0.0,1.9926692940551954e-06
2526,uvrC_62,3.37857186768819e-05,0.0,0.00014088567708276598,0.0,0.0,0.0
2527,slr1235_15,0.00013955656112876874,0.0,0.0,2.6544372641556767e-05,1.3590026279713318e-05,0.00016710617382239616
2528,Entry1985_27,0.00018185438933233009,0.0,1.8881585588411936e-05,0.00018840030338275658,2.7859553873412306e-05,8.587014422986692e-05
2529,ssr3300_27,0.00010345891146933196,0.0,6.790108663525061e-05,0.0,1.155152233775632e-05,0.00015542820493630525
2530,Entry1079_41,5.038958664250349e-05,0.0,0.0,0.0,0.0,1.2095039203451305e-05
2531,yibO_38,1.3398690921625012e-05,0.0,0.0,0.0,0.0,0.0
2532,Entry1988_32,0.00012447646585619473,0.0,0.00011583126543660398,8.57836432928359e-05,2.2083792704534147e-05,8.953109479336366e-05
2533,ccmK3_4,8.30718837140751e-05,0.0,0.0,0.0,0.0003186861162592773,0.00011969918108243188
2535,csgA_18,0.00013109699548805652,0.0,0.00028794418022328204,0.0,0.00012231023651741987,4.4487500518441576e-05
2536,Entry2031_32,4.650133908093387e-05,0.0,0.0003718219931256504,0.00015473426978858702,0.0,4.10582556868117e-05
2537,sll1340_64,0.00014439059863774722,0.0,0.0,0.0003376314715261428,0.00019093986922997207,0.00015348187678862344
2538,Entry1455_62,0.00010324873592546335,9.284221225917384e-05,0.0003336957145336648,0.0001900188626901686,0.00021302366193450627,6.455321689811366e-05
2539,slr0535_52,8.16006549069947e-05,0.0,0.0,0.0,0.0,0.00015269407730027606
2540,stpA_52,6.583748911684762e-05,0.0,2.9048593212941443e-05,0.0,1.5628530221670315e-05,7.7389714443539e-06
2541,sll0266_39,0.00011034216053102952,0.0,2.1423337494544313e-05,2.783922008748637e-05,2.3442795332505475e-05,0.0002222521380067144
2542,glgP_31,2.0176852211388255e-05,0.003771581479045806,0.0,0.00020329104901094694,0.0,3.4709518633659106e-05
2543,nadB_50,0.0002233115153604169,0.0,0.00037908414142888576,0.00029360665836453647,4.280858278109696e-05,0.00016566959828482152
2544,napA_8,0.00010303856038159471,5.5225109016232714e-05,0.00028286067641101727,2.0070135411908773e-05,0.0,6.983610758467859e-05
2545,slr1566_7,0.0001674573645773291,0.00013526149889483085,0.00010965843937885394,4.175883013122955e-05,0.00010973946220868504,0.00020037911691848058
2546,sll1291_9,0.0001379277006637869,0.0,9.949143175432444e-05,0.00016153221887971742,7.950165373632291e-05,8.128237073890263e-05
2547,slr0895_39,0.00012736637958438838,0.0,0.0,0.00010002696519806147,8.187990833527274e-05,0.0001926401454741267
2548,slr2119_36,8.91669744862653e-05,0.0,5.737097159555934e-05,0.0004363635892782747,0.0,7.182877687873379e-05
2550,Entry1318_40,5.5538887467284864e-05,0.0,4.066803049811801e-05,0.0,0.0,9.268229274675327e-06
2551,gyrA2_35,6.457643585363587e-05,0.0,0.0,0.0,2.412229664649114e-05,4.8611862545672086e-05
2552,rfbM_73,0.00036297316426112,0.0,7.116905337170652e-05,6.700835532685673e-05,8.969417344610791e-05,0.00015352821793499682
2553,cytM_4,6.0898363835934876e-05,0.0,0.00016049347750150144,0.0,4.144958015312562e-05,5.792643296672081e-06
2554,Entry411_32,8.45431125211555e-05,0.0,0.0,6.344752485055033e-05,0.00016647782192648816,9.106035262368508e-05
2555,Entry158_10,0.0002275150262377895,0.0,0.00028286067641101727,0.00021721065905469012,6.557187679961676e-05,0.00017271345253357475
2556,Entry1734_73,9.484171417071823e-05,0.0,0.0003602025558404738,0.00029749120070232524,6.0815367601717105e-05,0.00012215526184022082
2557,sll1714_184,6.499678694137311e-05,0.0,0.0,6.506608415796233e-05,0.0,8.693599059645458e-05
2558,Entry612_6,0.00010020119053936823,0.0,0.0,0.0,0.0,0.00010880901168468835
2559,slr5085_115,0.000105140315820281,0.0,0.0,0.00010973832104253349,1.2231023651741985e-05,0.00019041577044820465
2560,Entry162_37,8.958732557400255e-05,0.0,0.0,0.0,0.0,9.101401147731172e-05
2561,slr1773_54,1.3398690921625012e-05,1.9208733570863552e-05,0.0,0.0,0.0,2.8731510751493518e-05
2562,slr0615_4,0.00015542481469085016,0.0,6.427001248363294e-05,0.0002638251671081557,3.125706044334063e-05,0.0001255845066718507
2563,amt1_45,5.753555513403683e-05,0.0,0.0,0.0,0.0,0.00013406493645817862
2564,ssr3189_55,0.00015510955137504722,0.0,0.0001234565211550011,0.000159589947710823,2.5141548617469642e-05,0.00013049666818742858
2567,pstC2_12,0.0002047635236140105,0.0,0.0,0.0,1.2910524965727652e-05,3.0677838899175344e-05
2568,Entry1237_28,7.81853023191295e-05,0.0,0.0,0.0005707040117934705,0.0,8.197748793450327e-05
2569,nifS3_77,5.04946744144378e-05,0.0,1.4524296606470721e-05,0.0,0.0,1.557062518145455e-05
2570,sll1543_168,0.00011170830156617559,0.0,0.0,1.650930493560238e-05,5.334085314787478e-05,0.00015287944188576954
2571,slr1762_123,0.00011801356788223445,0.0,0.0,0.00030331801420900844,0.0002483577302617609,0.00017850609583024686
2572,apcA_56,7.618863465237754e-06,0.0,0.0,0.0,0.0,1.0334075641262993e-05
2573,slr1529_4,7.140714102936625e-05,0.0018365683597475653,0.0005867815829014171,0.0,0.0,0.00011019924607588965
2574,sll1228_62,7.303600149434811e-05,0.0,0.00016811873321989857,2.3954677749697572e-05,4.926384526396078e-05,5.5470352208931836e-05
2575,slr1419_40,5.359476368650005e-05,0.0,0.0,0.0,0.0,5.9919102260776e-05
2576,cbiF_124,4.8182743431882895e-05,0.0,0.0,0.0,0.0,1.6682812694415593e-05
2577,hliA_18,0.00010797768566250748,0.0,0.0,2.1688694719320773e-05,0.0,6.316298250691237e-05
2578,slr1258_27,0.00010892347560991628,0.0,0.0,1.5861881212637582e-05,0.0,2.7665664384905852e-05
2579,sll0173_6,8.774828956515205e-05,0.0,2.1060230079382543e-05,3.7226864070475956e-05,2.853905518739797e-05,1.4829166839480524e-05
2580,moxR_20,8.144302324909323e-05,0.0,0.0,1.4890745628190384e-05,0.0,2.085351586801949e-05
2581,ssl0242_9,3.247212152770298e-05,0.0,0.0,0.0,0.0,3.2948555071470785e-05
2582,Entry616_117,8.81686406528893e-05,0.0,1.270875953066188e-05,1.1653627013366389e-05,1.9026036791598645e-05,3.8833880660889617e-05
2583,slr0226_70,3.6518000747174056e-05,0.0,0.0,1.5861881212637582e-05,0.0,4.4811888543055216e-05
2584,sll1973_62,9.021785220560843e-05,0.0,1.633983368227956e-05,7.380630441798712e-05,1.7667034163627313e-05,0.00012688205877030525
2585,Entry2110_2,0.0001989311522716561,0.0,8.242538324172133e-05,3.7226864070475956e-05,9.784818921393588e-05,0.00010626024863415264
2586,Entry1898_19,0.00015815709676114234,0.0,1.8155370758088396e-05,2.881035567193357e-05,7.168738862548774e-05,0.00014134049643879876
2587,Entry133_6,4.0721511624546614e-05,0.0001502016250055025,0.0,1.5861881212637582e-05,0.0,1.8119388231990268e-05
2588,slr0145_72,0.0001009893488288756,0.0,0.0,0.00014793632069745662,7.406564322443758e-05,6.0150807992642884e-05
2589,Entry1653_54,2.616685521164415e-05,0.0,0.00016666630355925149,6.733206718833912e-05,0.0,3.9946068173850666e-05
2590,Entry1670_29,2.3592204799253454e-05,0.0,0.0,0.0,0.0,4.068752651582469e-05
2591,glk_61,4.749967291430985e-05,0.0,0.0,4.564337246901834e-05,0.0,8.837256613402925e-05
2592,Entry1059_45,5.5381255809383384e-05,0.0,0.0,0.0,0.0,3.31339196569643e-05
2593,hisB_35,0.0001081878612063761,0.0001120509458300374,0.0,8.67547788772831e-05,0.0,0.00017730122602453903
2594,slr5073_100,8.065486495958587e-05,0.0,0.0,0.0,0.0,3.920460983187664e-05
2595,Entry1884_72,0.00020849413951767865,0.0,0.0,6.571350788092712e-05,3.431481635627613e-05,0.00031094909216535725
2596,Entry1066_14,2.748045236082307e-05,0.0,0.0,0.0,0.0,2.04364455506591e-05
2597,slr7083_95,4.129949437018534e-05,0.0,0.0,2.104127099635597e-05,0.0,1.62657423770552e-05
2598,sll1967_22,0.000287625231784217,0.0,0.0013050080500913944,0.00019908279481167576,5.062284789193211e-05,0.000208303452948328
2599,cydB_80,3.1000892720622585e-05,0.0,4.865639363167691e-05,0.0,0.0,1.598769549881494e-05
2600,Entry1504_1,5.222862265135397e-05,0.0,0.0,0.0,0.0,9.75944542623312e-05
2601,slr0086_83,0.00012573751911940648,0.0,0.0002810451393352084,0.0,0.0,7.646289151607146e-05
2602,slr1540_50,9.536715303038979e-05,0.0,0.0,0.0,2.310304467551264e-05,0.0001319332437250033
2603,slr1717_50,0.00019441237807848056,0.0,1.1982544700338345e-05,0.00017804152381531983,4.043032818214713e-05,0.00015311114761763642
2604,pxcA_61,9.599767966199568e-05,0.0,1.8155370758088396e-05,0.0,2.140429139054848e-05,4.814845108193833e-05
2605,hlyD_103,5.764064290597114e-05,2.747916052498536e-05,0.0,4.726193177643034e-05,0.0,5.171671935268833e-05
2606,Entry1334_35,4.9181077265258884e-05,0.0,0.0,0.0,0.0,9.685299592035716e-06
2607,Entry795_4,6.951556113454859e-05,0.0,0.0,5.244132156014874e-05,0.0,3.698023480595456e-05
2608,Entry770_27,7.881582895073538e-05,0.0,0.0,3.042891497934557e-05,0.0,8.832622498765587e-05
2609,Entry2090_3,6.278994373075252e-05,0.0,0.0,0.0,0.0,3.679487022046105e-05
2610,slr1019_21,0.0001474381440238423,6.45626878354025e-05,0.0,1.7804152381531978e-05,3.601356964124029e-05,0.00019379867413346112
2611,sll1147_10,7.718696848575351e-05,0.0,0.0,0.0001680064561093654,3.873157489718296e-05,6.853855548622405e-05
2612,Entry913_31,7.051389496792458e-05,0.0,8.859820929947137e-05,1.683301679708478e-05,4.790484263598945e-05,6.358005282427276e-05
2613,sll0371_215,4.361142535274023e-06,0.0,0.0,0.0,0.0,4.865820369204547e-06
2614,sll0241_50,6.415608476589858e-05,0.0,0.00022839456413675205,0.0,0.00037100771743617364,1.325356786278572e-05
2615,slr1547_66,9.105855438108296e-05,0.0,0.0001884527484689576,1.3272186320778384e-05,0.0,2.497787789525001e-05
2616,slr0904_43,5.816608176564271e-05,0.0,0.00025090722387678167,0.0,0.0,6.747270911963639e-05
2617,Entry695_20,8.580416578436725e-05,0.0,0.00019607800418735468,0.0,0.0,9.95871235563864e-05
2618,pheA_3,3.446878919445494e-05,0.0,2.178644490970608e-05,0.00011815482944107585,5.87768636597601e-05,5.662888086826626e-05
2619,slr0757_53,3.058054163288533e-05,0.0,0.0,0.0,2.0045288762577145e-05,6.951171956006496e-06
2620,amiA3_49,3.5940018001535326e-05,0.0,0.0,3.755057593195836e-05,1.7327283506634478e-05,2.530226591986365e-05
2621,Entry526_42,8.097012827538881e-05,0.0,2.1423337494544313e-05,0.0,0.0,9.8799324068039e-05
2622,slr1070_57,5.947967891482163e-05,0.0,0.0,3.204747428675756e-05,0.0,0.00011163582161346433
2623,Entry1819_75,9.584004800409422e-05,0.0,0.00020769744147253132,2.0717559134873572e-05,5.6058858403817446e-05,6.631418046030198e-05
2624,sll0412_100,3.5414579141863755e-05,0.0,0.0,0.0,0.0,4.397774790833444e-05
2625,rfbB4_79,3.184159489609709e-05,0.0,0.0,0.0,0.0,3.25314847541104e-05
2626,slr2084_174,9.326539759170352e-05,9.604366785431776e-06,0.0,0.0002246560318687853,0.0001070214569527424,7.136536541500002e-05
2627,sll0931_31,0.00017959500223574236,0.00030707294916755486,0.0,0.00014081465974484384,1.5628530221670315e-05,0.0002194253280779384
2628,ssl0564_21,0.00012731383569842118,0.0,0.0,0.00010779604987363907,0.00010328419972582122,0.00021395707280587995
2629,ssl3549_52,6.121362715173781e-05,0.0,9.041374637528024e-05,0.0,0.0,3.0121745142694812e-05
2630,ssl0461_43,2.0019220553486786e-05,0.0,8.896131671463315e-05,0.0,0.0,1.0982851690490263e-05
2631,ssr1558_97,0.00019241571041172864,0.0002790602127100455,5.3013682613618126e-05,0.00012301050736331185,0.0,3.5775365000246765e-05
2632,slr5012_156,2.5799048009874045e-05,0.0,8.496713514785371e-05,8.092796537059991e-05,0.0,9.963346470275978e-06
2633,sll1041_9,7.986670667007852e-05,0.0,1.5976726267117793e-05,7.801455861725831e-05,0.0,6.371907626339289e-05
2634,sll0528_44,6.589003300281478e-05,0.0,0.0,0.00012268679550182945,3.261606307131196e-05,7.173609458598704e-05
2635,slr0251_53,3.5572210799765235e-05,0.0,0.0,7.671971117132872e-05,1.9026036791598645e-05,3.128027380202923e-05
2636,rps19_41,1.8337816202537764e-05,0.0,0.0,0.0,0.0,8.758476664568185e-06
2637,Entry488_75,4.5082654159820645e-05,0.0,0.0,0.0,0.0,1.3392591301905851e-05
2638,sll1878_21,0.00010771496623267168,0.0,1.960780041873547e-05,0.0,0.0,8.628721454722731e-05
2639,slr0681_33,0.0001381904200936227,0.0,0.0,0.00010035067705954389,0.0,6.821416746161041e-05
2640,Entry1233_61,9.909776893405796e-05,0.0,0.0,7.380630441798712e-05,1.3590026279713318e-05,0.00014013562663309096
2641,Entry654_0,5.04946744144378e-05,0.0,2.7959270967456133e-05,0.0,1.834653547761298e-05,8.355308691119808e-05
2642,truA_61,0.0,0.0,0.0,4.143511826974715e-05,0.0,6.997513102379872e-06
2643,Entry1149_26,0.0001795424583497752,0.0,5.737097159555934e-05,0.00022595087931471494,3.431481635627613e-05,0.0003461683634091235
2644,sll1024_35,8.638214853000598e-05,0.0,0.0001532313291982661,6.247638926610312e-05,0.0,8.244089939823704e-05
2645,ski2_24,0.00025047670440543705,0.0008769320451031737,0.0,2.2659830303767968e-05,1.2231023651741985e-05,0.0002144668254159871
2646,Entry1116_38,0.0001229526931631472,0.0,0.0,0.00016153221887971742,3.839182424019013e-05,0.00013615028804498056
2647,rpl20_4,1.1874918228577465e-05,0.0,0.0,0.0,1.936578744859148e-05,5.3802070939490275e-05
2648,speA_64,8.569907801243293e-05,0.001282449753821404,0.0,0.00010099810078250868,2.174404204754131e-05,6.274591218955197e-05
2650,prsA_14,7.356144035401967e-06,0.0,0.0,0.0,0.0,1.3856002765639615e-05
2651,sll1353_159,6.441880419573437e-05,0.0,0.0,0.0,1.1211771680763487e-05,0.00013133080882214942
2652,Entry1239_93,5.212353487941966e-05,0.0,0.0,1.2948474459295986e-05,3.3975065699283286e-05,8.475795671690588e-05
2653,sll0932_4,1.8705623404307866e-05,0.0,0.0,0.0,2.853905518739797e-05,1.8304752817483773e-05
2654,sll8009_34,6.515441859927458e-05,0.0,0.0,0.00010876718545808628,0.000431143583723905,9.370179796696757e-05
2655,Entry262_67,0.00013955656112876874,0.0,0.0007360187305329037,0.00011459399896476949,2.0045288762577145e-05,0.0001228040378894481
2656,slr1969_39,9.541969691635696e-05,0.0,8.496713514785371e-05,0.0,3.601356964124029e-05,0.00014903312673677927
2657,slr0639_217,8.811609676692216e-05,0.0,0.0,0.00012042081247145264,0.0,0.0001011627225330812
2658,Entry1733_52,3.8724843957794645e-05,0.0,0.0,0.0,0.0,1.709988301177598e-05
2659,Entry480_28,5.706266016033242e-05,0.0,0.00047930178801353367,0.00011232801593439268,0.0,9.935541782451952e-05
2660,drgA_7,0.00011218119653988004,0.0,0.0005566436674429903,2.9781491256380767e-05,2.9218556501383638e-05,0.00010343343870537666
2661,Entry779_15,5.595923855502212e-05,0.0006792421621030362,0.0,0.0,0.0,4.87972271311656e-05
2662,Entry1071_55,0.0002078110690001056,0.001922207296917665,0.0,0.00020426218459539412,3.329556438529763e-05,3.155832068026949e-05
2663,slr1736_43,2.711264515905297e-05,0.0,0.0,0.0,0.0,5.945569079704222e-05
2664,Entry1612_0,2.910931282580493e-05,0.0,2.2875767155191386e-05,0.00010229294822843828,0.00011449597140658472,5.5841081379918845e-05
2665,rps11_27,2.0859922728961295e-05,0.0,0.0,0.0,0.0,4.912161515577923e-06
2666,ssl2874_72,0.00019572597522765956,0.0,0.00012127787666403052,6.247638926610312e-05,2.0385039419569973e-05,0.00018494751517614616
2667,sll0754_7,8.412276143341822e-05,0.0,0.00042774053506056266,0.0003777717423499604,0.0,6.631418046030198e-05
2668,sll0743_209,5.04946744144378e-05,0.0,0.0,0.0,0.0,1.4458437668493511e-05
2669,slr1243_172,6.22119609851138e-05,0.0,0.0,0.0,0.0,1.2929179838172082e-05
2670,sll0639_47,0.000285943827433268,1.760800577329159e-05,0.0001427012141585748,0.0003298623868505652,0.00017123433112438782,0.000307102777016367
2672,Entry1684_40,0.00011564909301371238,0.0,0.0,0.0,1.3590026279713318e-05,0.00013795759275354226
2673,Entry1863_23,4.74471290283427e-05,0.0,0.0,2.2659830303767968e-05,0.0,8.471161557053249e-05
2674,slr1261_34,5.102011327410937e-05,0.0,6.318069023814763e-05,2.881035567193357e-05,3.2276312414319126e-05,2.18266799418604e-05
2675,dnaJ3_120,4.287581094920004e-05,0.0,0.0,0.0,0.0,1.6868177279909098e-05
2676,slr0449_41,4.518774193175495e-05,0.0,0.0,0.0,1.2570774308734821e-05,3.100222692378897e-05
2677,ssl2138_17,4.713186571253976e-05,0.0,0.0,0.0,0.0,1.751695332913637e-05
2678,slr0945_4,0.00023728818902768066,0.0,0.00029084903954457614,5.147018597570154e-05,3.023780847236213e-05,0.00016075743676924355
2679,rpl6_20,3.5204403597995136e-05,0.0,0.0,0.0,2.140429139054848e-05,8.420186296042536e-05
2680,slr1693_60,0.00022462511250959585,3.1480980018915266e-05,1.6702941097441323e-05,4.370110130012395e-05,0.00013420150951216905,0.00012692839991667863
2682,sll1584_34,0.0001033012798114305,0.00010111263921329565,0.0,0.0005370379781993008,0.0,0.00015705014505937344
2683,gspE2_10,6.962064890648292e-05,0.0,0.00027305677620164954,0.0,1.1891272994749153e-05,1.90462111594578e-05
2684,sll0625_35,0.00017596947410400852,0.0,0.0002334780679490168,9.063932121507191e-05,3.49943176702618e-05,1.7748659061003255e-05
2685,pyrH_22,4.933870892316035e-05,0.0,0.0,0.0,0.0,6.1031289773737034e-05
2686,sll0658_25,8.717030681951333e-05,0.0,0.0,9.517128727582547e-05,2.0045288762577145e-05,0.00011705773573914939
2687,nblA2_25,7.445468641546135e-05,0.0,1.5613618851956023e-05,0.0003314809461579772,0.0,2.748029979941235e-05
2688,rpl5_34,2.180571267637012e-05,0.0,0.0,1.650930493560238e-05,4.246883212410412e-05,9.963346470275978e-06
2689,Entry904_1,0.00015516209526101438,0.0,0.0,3.7226864070475956e-05,1.3250275622720485e-05,8.188480564175652e-05
2690,slr1169_91,0.00012862743284760013,0.0004562074223080094,0.0005373989744394167,0.00012106823619441746,6.727063008458093e-05,8.378479264306496e-05
2691,Entry1100_9,2.748045236082307e-05,0.0,0.0,0.0,0.0,1.9092552305831172e-05
