	Lib36_sorted1	Lib36_sorted2	Lib66_sorted1	Lib66_sorted2
Entry2110_37	0	1	0	0
Entry287_32	1	0	0	0
Entry2024_39	0	0	0	1
Entry2021_56	0	0	0	1
Entry1134_31	1	0	0	0
Entry1138_16	0	1	0	0
Entry1259_33	0	1	0	0
Entry1890_42	1	0	0	0
Entry758_117	0	0	1	0
Entry198_98	0	0	0	1
Entry1008_37	0	0	1	0
Entry1007_3	0	0	0	1
Entry1258_36	1	0	0	0
Entry87_30	0	1	0	0
Entry85_13	1	1	0	0
Entry515_42	0	1	0	0
Entry406_69	0	0	0	1
Entry1713_3	0	1	0	0
Entry254_35	0	0	1	0
Entry1912_39	0	1	0	0
Entry994_16	0	1	0	0
