	Lib36_sorted1	Lib36_sorted2	Lib66_sorted1	Lib66_sorted2
Entry49_41	0	1	0	0
Entry49_22	1	0	0	0
Entry1687_54	0	0	1	0
Entry1689_11	1	0	0	0
Entry1689_39	0	0	0	1
Entry559_27	0	0	0	1
Entry227_51	1	0	0	0
Entry1975_48	0	1	1	1
Entry1973_94	0	1	0	0
Entry1970_47	1	1	0	0
Entry1978_0	0	0	0	1
Entry1979_63	0	1	0	0
Entry1466_29	0	0	1	1
Entry1466_85	0	0	1	0
Entry55_2	1	0	0	0
Entry884_43	0	1	0	0
Entry882_2	0	1	0	0
Entry59_4	0	1	0	0
Entry59_37	0	1	1	0
Entry2122_67	0	0	1	0
Entry2122_21	0	1	0	0
Entry958_37	0	1	0	0
Entry957_75	1	0	0	0
Entry2013_30	0	0	1	0
Entry232_35	1	0	0	0
Entry237_1	0	0	1	1
Entry236_21	0	0	1	0
Entry764_28	0	1	0	0
Entry763_98	0	0	1	0
Entry768_29	0	1	0	0
Entry163_74	0	0	1	0
Entry167_20	0	0	1	0
Entry166_53	1	0	0	0
Entry169_34	1	0	0	0
Entry168_18	0	1	0	0
Entry789_41	0	0	0	1
Entry1766_35	0	0	1	1
Entry1766_20	0	0	1	0
Entry1769_29	1	0	0	0
Entry785_50	1	0	0	0
Entry1561_48	0	0	0	1
Entry1560_90	0	0	0	1
Entry1560_23	0	0	1	0
Entry1563_0	0	0	1	0
Entry1563_42	0	0	1	0
Entry1562_4	0	1	0	0
Entry305_59	0	1	0	0
Entry304_37	0	1	0	0
Entry1165_141	0	0	1	0
Entry1165_38	1	0	0	0
Entry1164_33	1	0	0	0
Entry1167_87	0	1	0	0
Entry1166_11	0	0	0	1
Entry430_41	0	0	0	1
Entry433_34	0	0	0	1
Entry432_37	0	0	0	1
Entry432_38	0	1	0	0
Entry436_11	0	1	0	0
Entry439_39	1	1	0	0
Entry1307_0	0	0	1	0
Entry1300_27	0	1	0	0
Entry1300_44	0	1	0	0
Entry1308_61	0	0	1	0
Entry1947_29	0	0	0	1
Entry1946_86	1	1	1	0
Entry239_27	0	0	0	1
Entry549_0	0	0	0	1
Entry548_45	1	0	0	0
Entry546_20	1	0	0	0
Entry546_5	0	0	0	1
Entry540_92	1	0	0	0
Entry1949_49	0	1	1	0
Entry1948_35	0	1	0	0
Entry1942_77	0	1	0	0
Entry1941_6	0	1	0	0
Entry1415_1	1	0	0	0
Entry1414_2	0	0	0	1
Entry1417_1	0	0	1	0
Entry1780_32	0	1	0	0
Entry1783_1	1	0	0	0
Entry1783_42	0	0	0	1
Entry1787_28	0	0	0	1
Entry892_62	0	1	0	0
Entry890_68	0	1	0	0
Entry941_61	0	0	0	1
Entry945_93	0	0	0	1
Entry947_0	0	1	0	0
Entry564_110	1	1	0	0
Entry564_151	0	0	0	1
Entry23_22	0	1	0	0
Entry22_41	0	0	0	1
Entry22_30	0	0	1	0
Entry1744_159	0	0	1	0
Entry1620_26	0	1	0	0
Entry1620_3	0	0	1	0
Entry154_29	0	0	1	0
Entry150_21	1	0	0	0
Entry158_23	0	1	0	0
Entry1774_1	1	0	0	0
Entry1770_51	1	1	0	0
Entry1196_28	0	0	0	1
Entry1772_79	0	0	1	0
Entry1625_21	0	1	0	0
Entry1778_58	0	0	1	0
Entry1779_33	0	0	1	0
Entry1572_45	0	1	0	0
Entry1571_64	1	0	0	0
Entry1579_1	0	1	0	0
Entry338_77	1	0	0	0
Entry338_38	0	1	1	0
Entry339_11	0	0	0	1
Entry1176_110	0	1	0	0
Entry1172_128	0	0	1	0
Entry444_37	0	1	0	0
Entry444_14	0	0	1	0
Entry445_0	1	0	0	0
Entry447_70	0	1	0	0
Entry448_23	0	0	1	0
Entry61_23	0	0	1	0
Entry64_31	0	1	0	0
Entry209_90	1	0	0	0
Entry207_76	0	0	1	0
Entry202_66	0	0	0	1
Entry203_56	0	1	0	0
Entry1409_151	0	1	0	0
Entry1959_82	1	0	0	0
Entry1959_68	0	1	0	0
Entry1403_74	0	0	0	1
Entry1400_27	0	1	0	0
Entry1405_41	0	1	0	0
Entry91_45	1	0	1	0
Entry1790_43	1	0	0	0
Entry94_60	0	1	0	0
Entry95_51	0	1	0	0
Entry2053_31	0	0	1	0
Entry99_0	1	0	0	0
Entry99_81	0	0	1	1
Entry1486_30	1	0	1	0
Entry935_6	0	0	0	1
Entry930_78	0	0	1	0
Entry930_23	0	0	1	1
Entry933_1	0	1	0	1
Entry933_22	0	0	1	0
Entry1487_37	0	1	0	0
Entry849_2	0	1	0	0
Entry840_31	1	0	0	0
Entry842_35	0	1	0	0
Entry148_57	0	0	1	0
Entry141_35	1	0	0	0
Entry143_24	0	0	1	0
Entry142_42	0	0	1	1
Entry145_1	0	0	0	1
Entry329_35	0	1	1	0
Entry326_32	1	0	0	0
Entry323_91	1	0	0	0
Entry322_74	0	1	0	0
Entry1143_15	0	0	0	1
Entry1142_1	0	1	0	0
Entry1140_45	0	0	1	0
Entry1146_45	0	0	1	0
Entry456_27	0	1	0	0
Entry454_32	0	1	0	0
Entry454_43	1	0	0	0
Entry452_0	1	0	1	0
Entry452_6	0	0	0	1
Entry450_69	1	1	0	0
Entry1891_37	0	0	1	0
Entry1326_11	0	1	0	0
Entry78_136	0	0	1	0
Entry79_49	0	1	0	0
Entry74_78	1	0	1	0
Entry75_6	1	0	0	0
Entry70_43	1	0	0	0
Entry71_31	0	0	0	1
Entry210_1	0	0	1	0
Entry210_21	0	0	1	0
Entry217_132	1	1	0	0
Entry1432_48	0	1	0	0
Entry1432_22	1	0	0	0
Entry1653_54	0	1	0	0
Entry1651_29	1	0	0	0
Entry1657_30	0	0	1	0
Entry1655_0	0	1	0	0
Entry925_32	1	0	0	0
Entry924_29	0	0	0	1
Entry924_15	0	0	0	1
Entry920_0	0	0	1	0
Entry851_16	0	1	1	0
Entry857_2	1	1	0	0
Entry854_1	0	1	0	0
Entry1636_67	0	1	0	0
Entry10_4	1	0	0	1
Entry132_62	0	1	0	1
Entry133_6	1	0	0	0
Entry1551_57	0	0	1	1
Entry1554_33	0	1	0	0
Entry1555_54	0	0	0	1
Entry1557_12	0	1	0	0
Entry1086_41	1	1	0	0
Entry1084_73	1	0	0	0
Entry1084_62	0	0	1	0
Entry1082_23	0	0	0	1
Entry1089_147	1	0	0	0
Entry1089_54	0	0	1	0
Entry683_52	0	0	1	0
Entry681_36	1	0	0	0
Entry684_44	1	0	0	0
Entry1154_34	1	0	0	0
Entry1155_60	0	0	1	0
Entry1152_6	0	0	0	1
Entry1338_56	0	1	0	0
Entry1338_35	0	0	1	0
Entry1888_1	0	1	0	0
Entry1336_48	1	0	0	0
Entry1336_19	1	1	0	0
Entry665_25	0	1	0	0
Entry1727_100	0	1	0	0
Entry1727_39	0	0	1	0
Entry1725_1	0	1	0	0
Entry261_27	0	1	0	0
Entry1721_53	0	1	0	1
Entry1420_49	0	1	0	0
Entry1420_81	0	0	0	1
Entry1421_67	0	1	0	0
Entry1423_22	1	0	0	1
Entry1424_6	0	1	0	0
Entry1424_47	0	1	1	0
Entry1425_6	1	0	1	0
Entry1427_52	1	0	0	0
Entry1427_36	0	1	1	0
Entry1429_45	0	1	0	0
Entry463_32	0	1	0	0
Entry467_93	0	0	1	0
Entry596_30	0	1	0	0
Entry267_4	1	1	0	0
Entry592_3	0	1	0	0
Entry593_45	0	0	1	0
Entry262_67	0	1	0	0
Entry591_1	0	0	0	1
Entry615_72	1	0	0	0
Entry913_44	0	0	1	1
Entry915_39	0	1	0	0
Entry345_14	1	0	0	0
Entry866_24	1	0	0	0
Entry866_39	0	1	0	0
Entry863_57	1	0	0	0
Entry860_79	0	1	1	1
Entry861_39	0	0	0	1
Entry600_31	1	0	0	0
Entry600_7	0	0	1	0
Entry1945_64	0	0	1	0
Entry1396_92	0	0	1	1
Entry1396_94	0	0	1	0
Entry1830_67	0	1	0	0
Entry129_35	0	0	1	0
Entry127_1	0	1	0	0
Entry126_39	0	0	0	1
Entry125_0	0	0	0	1
Entry124_0	1	0	0	0
Entry123_14	0	0	1	0
Entry121_1	0	0	0	1
Entry120_89	0	0	1	0
Entry120_75	0	0	1	0
Entry1529_99	0	1	0	0
Entry1521_0	0	0	1	1
Entry695_7	0	1	0	0
Entry690_27	1	1	0	0
Entry673_3	0	1	0	0
Entry677_36	0	0	0	1
Entry18_62	0	0	1	0
Entry1633_43	1	0	0	0
Entry1632_0	0	1	1	0
Entry1632_1	0	1	0	0
Entry1634_72	0	0	1	0
Entry1634_71	0	1	0	0
Entry1189_58	1	0	0	1
Entry1189_99	0	0	1	0
Entry1187_23	0	0	1	0
Entry1184_89	0	0	0	1
Entry1180_29	1	0	0	0
Entry588_42	0	0	1	0
Entry588_6	0	0	1	0
Entry580_33	0	1	0	0
Entry580_22	0	0	1	1
Entry587_39	0	0	1	0
Entry276_84	0	0	1	0
Entry275_8	1	1	0	0
Entry272_51	0	1	0	0
Entry1455_62	0	1	0	1
Entry1454_8	0	0	1	0
Entry1454_21	0	0	1	0
Entry1457_8	0	1	1	0
Entry1452_27	1	1	0	0
Entry1459_36	0	0	1	1
Entry478_119	0	0	1	0
Entry474_22	0	0	1	0
Entry477_28	1	0	1	0
Entry473_42	1	0	0	0
Entry472_0	1	0	0	0
Entry1859_116	0	0	1	0
Entry1850_61	0	1	0	0
Entry1853_1	0	0	1	0
Entry1852_8	0	1	0	0
Entry1854_87	0	1	0	0
Entry1857_3	0	1	0	0
Entry909_43	0	1	1	1
Entry908_43	0	0	1	1
Entry907_38	0	0	0	1
Entry906_49	0	1	0	0
Entry879_60	0	0	1	1
Entry878_53	0	0	0	1
Entry1893_37	0	1	0	0
Entry1903_28	1	0	0	0
Entry1903_39	1	0	0	0
Entry382_8	0	1	0	0
Entry111_31	0	1	0	0
Entry117_116	1	0	0	0
Entry118_20	0	0	1	0
Entry119_12	0	0	1	0
Entry1539_0	0	1	1	0
Entry1536_101	0	1	0	0
Entry1534_10	0	0	1	0
Entry1535_33	0	1	0	0
Entry1532_20	0	0	0	1
Entry1530_34	1	0	0	0
Entry645_66	0	1	0	0
Entry640_7	0	1	0	0
Entry641_66	0	0	1	0
Entry641_117	0	0	1	0
Entry1191_50	0	0	0	1
Entry1624_1	0	1	1	0
Entry1197_39	1	0	0	0
Entry1198_73	0	0	1	0
Entry1199_68	0	1	0	0
Entry1199_61	0	1	0	0
Entry1628_8	1	0	0	0
Entry249_47	1	0	0	0
Entry242_40	0	1	0	0
Entry246_30	0	0	1	1
Entry247_8	0	1	0	0
Entry244_14	0	0	1	0
Entry1990_9	0	0	0	1
Entry1990_53	0	0	1	0
Entry1993_7	1	0	0	1
Entry1994_73	0	1	0	0
Entry1441_43	0	0	1	0
Entry1448_97	0	1	0	0
Entry480_73	0	1	1	0
Entry480_28	0	1	0	0
Entry485_35	0	0	1	0
Entry487_23	0	0	1	0
Entry489_2	0	0	1	0
Entry1848_8	1	0	0	0
Entry1317_76	0	1	0	0
Entry1846_60	1	0	0	1
Entry1313_5	0	1	0	0
Entry1709_77	0	1	0	0
Entry1323_7	0	0	1	0
Entry1771_70	0	0	1	1
Entry106_27	0	0	0	1
Entry102_42	0	1	0	0
Entry1051_1	1	0	1	0
Entry1050_116	0	0	1	0
Entry1053_38	1	0	0	0
Entry1057_55	1	0	0	0
Entry1059_61	0	0	0	1
Entry1058_6	0	1	0	0
Entry650_68	0	0	1	0
Entry653_0	1	0	0	0
Entry655_21	0	1	1	0
Entry658_48	0	1	1	0
Entry1500_0	1	0	0	0
Entry1500_34	1	0	0	0
Entry1955_71	1	0	0	0
Entry1506_23	0	0	1	0
Entry1957_48	0	0	1	0
Entry1957_21	1	0	1	0
Entry255_23	0	0	0	1
Entry1292_96	0	0	0	1
Entry1290_49	1	0	0	0
Entry1299_21	1	0	0	0
Entry1299_37	0	1	0	0
Entry1298_15	0	1	0	0
Entry1472_41	0	1	0	0
Entry1471_75	0	1	0	0
Entry1470_38	1	0	0	0
Entry1271_33	1	0	0	0
Entry1271_65	1	0	0	0
Entry1270_34	0	1	0	1
Entry1275_74	1	0	0	0
Entry497_32	0	1	0	1
Entry496_80	1	0	0	0
Entry496_68	0	0	1	0
Entry495_38	0	0	1	0
Entry494_48	1	0	0	0
Entry494_114	0	0	1	0
Entry1797_22	0	1	0	0
Entry1875_35	0	0	1	0
Entry1874_23	0	0	1	0
Entry1214_53	1	0	0	0
Entry1214_62	1	1	0	0
Entry1724_1	1	1	0	0
Entry1025_13	0	0	1	0
Entry1025_30	0	1	1	0
Entry1027_2	0	1	1	1
Entry1027_35	0	0	0	1
Entry174_21	1	0	0	0
Entry2086_207	1	1	0	0
Entry2089_31	0	0	1	0
Entry811_39	0	0	1	0
Entry810_43	0	0	1	0
Entry31_38	0	0	1	1
Entry34_1	0	0	1	0
Entry34_4	0	0	1	0
Entry1202_57	0	0	0	1
Entry797_21	1	0	1	0
Entry2068_42	0	0	1	0
Entry1616_49	0	1	0	0
Entry1616_92	0	0	1	0
Entry2063_41	1	1	0	0
Entry2064_7	0	1	0	0
Entry1045_127	0	1	0	1
Entry1048_41	1	0	0	0
Entry1519_34	0	1	0	0
Entry398_46	0	1	0	0
Entry394_70	0	0	1	0
Entry392_100	1	0	0	0
Entry626_78	0	0	1	0
Entry622_58	0	0	1	0
Entry1600_65	0	0	0	1
Entry1601_3	0	1	0	0
Entry1606_71	1	0	0	0
Entry710_1	0	1	0	0
Entry716_70	0	1	0	0
Entry1283_101	0	0	1	0
Entry1289_0	1	0	0	0
Entry256_49	0	1	0	0
Entry256_5	0	0	1	0
Entry1468_57	0	1	1	0
Entry1262_98	0	0	0	1
Entry1260_33	0	0	0	1
Entry1267_71	0	1	0	1
Entry1118_0	0	1	0	0
Entry1118_31	0	0	0	1
Entry315_63	0	1	0	0
Entry1296_8	0	1	0	0
Entry1860_35	1	0	0	0
Entry1860_19	0	1	0	0
Entry1861_42	1	0	0	0
Entry1861_29	0	1	0	0
Entry1866_48	0	0	1	1
Entry1868_1	0	1	1	0
Entry1371_42	0	0	1	0
Entry2096_32	0	0	0	1
Entry2096_63	1	0	0	0
Entry828_81	0	0	1	0
Entry829_11	0	1	0	0
Entry822_3	0	1	0	0
Entry823_29	1	0	0	0
Entry826_72	0	1	0	0
Entry827_0	0	0	1	0
Entry825_95	0	1	0	0
Entry1602_1	1	0	0	0
Entry1602_51	0	0	1	0
Entry1450_8	0	0	1	0
Entry2070_81	0	0	1	0
Entry1067_73	0	0	1	0
Entry1073_79	1	0	0	0
Entry1072_21	0	1	0	0
Entry1071_55	1	0	1	0
Entry1070_0	0	0	1	0
Entry1070_20	1	0	0	1
Entry1079_2	1	0	0	0
Entry387_48	0	1	0	0
Entry381_6	1	0	0	0
Entry381_39	0	0	1	0
Entry557_99	0	0	1	0
Entry636_58	0	0	1	1
Entry635_150	0	0	1	0
Entry634_29	0	0	0	1
Entry632_63	1	0	0	0
Entry1677_0	0	0	0	1
Entry1677_36	1	0	0	0
Entry639_53	0	0	1	0
Entry702_7	0	0	1	0
Entry701_19	0	1	0	0
Entry700_26	1	0	0	0
Entry705_3	0	0	1	0
Entry705_21	0	1	0	0
Entry529_32	0	0	1	0
Entry1492_42	1	0	0	0
Entry1494_41	0	0	1	0
Entry1497_0	1	0	0	0
Entry1496_127	1	0	0	0
Entry525_0	0	1	0	0
Entry525_21	0	0	1	0
Entry1702_66	0	0	1	0
Entry1254_8	0	1	0	0
Entry1386_64	0	0	1	1
Entry1386_65	1	0	0	0
Entry1383_26	1	0	0	0
Entry1382_62	0	0	1	0
Entry1646_96	1	0	0	0
Entry1647_82	0	1	0	0
Entry1641_32	0	0	1	0
Entry1641_36	1	0	1	0
Entry1815_84	0	0	1	0
Entry1814_67	1	0	0	0
Entry1817_103	0	0	0	1
Entry1816_11	0	0	1	0
Entry1923_71	0	0	0	1
Entry1922_57	0	0	0	1
Entry1924_29	0	1	0	0
Entry1927_84	0	1	0	0
Entry1926_46	0	0	0	1
Entry838_25	0	0	1	0
Entry667_5	0	0	1	0
Entry2047_6	0	0	1	0
Entry2044_63	1	0	0	0
Entry2041_26	0	1	0	0
Entry2040_2	1	1	0	0
Entry194_48	1	0	0	0
Entry1738_58	0	0	1	0
Entry1662_6	0	0	1	0
Entry280_80	0	0	1	1
Entry289_59	1	0	0	0
Entry735_46	1	0	0	0
Entry732_56	1	1	0	0
Entry733_49	0	1	0	0
Entry730_47	1	0	1	0
Entry1062_74	1	1	0	0
Entry1063_109	1	0	0	0
Entry1064_32	0	1	0	0
Entry1065_166	1	0	0	0
Entry1481_38	0	1	0	0
Entry1513_63	0	1	0	0
Entry518_97	0	0	0	1
Entry519_0	0	1	0	1
Entry513_21	0	1	0	0
Entry1639_9	0	1	0	0
Entry1244_9	0	0	1	1
Entry1186_22	0	1	0	0
Entry1248_10	0	0	1	1
Entry1718_62	0	0	1	0
Entry15_3	0	1	1	0
Entry358_33	1	1	0	0
Entry359_59	0	1	1	0
Entry609_29	0	1	1	0
Entry16_1	0	0	1	0
Entry350_98	0	1	0	0
Entry1411_45	0	0	0	1
Entry1807_53	1	0	0	0
Entry1804_35	0	1	0	0
Entry1803_74	0	1	0	0
Entry1808_32	0	1	0	0
Entry1808_44	1	0	0	1
Entry1809_20	0	0	1	1
Entry1931_32	0	1	0	0
Entry1931_45	0	1	0	0
Entry1936_102	0	1	0	0
Entry1934_27	0	0	0	1
Entry1935_2	0	0	1	0
Entry89_3	1	0	0	0
Entry715_8	0	1	0	0
Entry1241_81	0	0	0	1
Entry1984_112	0	0	0	1
Entry1983_24	1	0	0	0
Entry1887_33	0	0	1	1
Entry1981_9	0	0	1	0
Entry2050_16	1	0	0	0
Entry2056_0	0	1	0	0
Entry1502_9	0	0	1	0
Entry1882_20	0	1	0	0
Entry1120_3	1	0	0	0
Entry1122_83	0	0	1	0
Entry1127_19	0	1	0	0
Entry1129_38	0	1	1	0
Entry1128_51	0	1	0	0
Entry721_37	0	0	1	0
Entry723_54	1	0	0	0
Entry725_31	0	0	0	1
Entry724_0	0	0	0	1
Entry724_55	0	0	0	1
Entry726_28	0	0	0	1
Entry1019_55	0	0	1	0
Entry1015_9	0	1	0	0
Entry1016_30	0	1	0	0
Entry507_44	0	0	1	0
Entry507_61	0	0	0	1
Entry1237_9	0	0	1	0
Entry1237_28	0	0	1	0
Entry1236_0	0	0	1	0
Entry1236_31	0	0	1	0
Entry1232_19	0	1	0	0
Entry1729_1	0	0	1	0
Entry348_0	0	0	1	1
Entry610_37	0	1	0	0
Entry1349_7	0	0	1	0
Entry1341_42	0	1	0	0
Entry1340_0	1	0	0	0
Entry1342_57	1	0	0	0
Entry1344_5	0	0	1	0
Entry1346_50	0	0	1	0
Entry523_117	1	0	0	0
Entry1909_38	1	0	0	0
Entry1906_47	0	0	1	0
Entry1905_3	0	0	0	1
Entry1904_26	0	0	1	0
Entry1755_0	0	1	0	0
Entry1901_1	0	0	1	0
Entry1900_75	0	0	0	1
Entry1880_44	0	1	0	0
Entry1661_18	1	1	0	0
Entry1751_29	0	1	0	0
Entry1545_35	0	0	1	0
Entry1544_74	0	0	1	0
Entry1544_83	0	0	1	0
Entry1542_8	0	0	0	1
Entry2110_37	1	1	0	0
Entry2115_5	0	0	1	1
Entry2116_52	0	1	0	0
Entry2116_93	0	1	0	0
Entry287_32	1	0	0	0
Entry2025_106	1	0	0	0
Entry2024_39	0	0	0	1
Entry2026_1	0	0	1	0
Entry2021_56	0	0	0	1
Entry2021_18	0	0	1	0
Entry2020_57	0	1	0	0
Entry1136_29	0	0	1	0
Entry1134_31	1	0	0	0
Entry1138_16	0	1	0	0
Entry1259_33	0	1	0	0
Entry1890_42	1	0	0	0
Entry758_117	0	0	1	1
Entry1953_37	0	1	0	0
Entry755_47	0	0	1	0
Entry756_21	0	1	0	0
Entry757_50	0	0	0	1
Entry750_80	0	1	0	0
Entry198_98	0	1	0	1
Entry1008_37	1	0	1	0
Entry1007_3	0	0	1	1
Entry1003_23	0	0	0	1
Entry572_10	0	0	1	0
Entry1258_36	1	0	1	0
Entry1733_53	0	1	0	0
Entry1736_82	0	0	1	0
Entry1227_8	0	0	1	0
Entry1328_5	0	0	0	1
Entry1223_83	1	0	0	0
Entry1223_29	0	0	1	0
Entry1228_32	0	1	0	0
Entry1484_99	1	0	0	0
Entry83_127	0	1	0	0
Entry87_30	0	1	0	0
Entry85_13	1	1	0	0
Entry374_18	0	1	0	0
Entry372_45	0	1	0	0
Entry515_42	0	1	1	0
Entry401_76	0	1	0	1
Entry402_3	0	0	1	0
Entry405_52	1	0	0	0
Entry406_35	0	0	1	0
Entry406_69	0	1	0	1
Entry1325_31	1	0	0	0
Entry1713_3	0	1	0	0
Entry254_35	0	0	1	0
Entry1711_27	0	1	0	1
Entry1716_69	0	1	0	0
Entry1912_39	0	1	1	0
Entry1914_45	0	0	1	0
Entry1917_3	0	0	0	1
Entry993_64	1	0	0	0
Entry991_57	0	1	0	0
Entry996_116	0	0	0	1
Entry994_0	0	0	1	0
Entry994_16	0	1	0	0
Entry995_33	1	1	0	0
Entry606_192	1	0	0	0
