sgRNA	Lib36_gDNA	Lib36_sorted1	Lib36_sorted2	Lib66_sorted1	Lib66_sorted2	Lib66_gDNA
cysT_75	2067	0	1	15	34	1536
sll0501_27	2539	4	4	290	96	2161
ssr1391_85	1974	7	3	54	55	2750
ssl0467_7	899	3	0	41	26	773
Entry264_64	3447	5	60	56	808	2857
Entry1522_42	875	0	0	5	7	149
Entry974_40	953	3	0	6	18	1263
Entry2073_119	1631	6	4	468	109	3075
slr0166_176	6241	16	1986	809	132	4356
sll0549_28	2699	4	3	154	56	5300
ssl5114_7	692	1	0	136	6	410
ssr2898_74	911	4	2040	13	444	455
ssl1633_67	1211	2	48	15	9	501
slr0784_162	1111	0	0	11	30	1133
slr1852_51	1215	3	365	38	21	2340
Entry513_68	194	0	0	0	3	34
guaB_31	239	3	94	15	19	181
sll1656_5	1606	6	40	31	77	1658
sgl0001_10	763	3	0	65	30	228
sll1765_29	1908	23	52	557	250	2494
slr0957_35	763	2	118	3	7	197
ssl6082_8	3189	4	10	44	53	1720
Entry1823_128	5273	2084	2015	189	1942	3190
slr0544_32	4169	27	3329	375	269	3636
dpm1_28	1897	254	43	13	42	2398
citH_37	3734	35	82	1389	137	7427
hisS_11	157	5	0	3	22	128
gldA_5	1225	8	1	24	65	913
Entry1099_55	2502	10	165	366	125	7544
slr1028_23	998	1	1	156	15	773
Entry61_23	1309	10	0	854	8	1445
psbJ_20	480	1	0	4	9	381
Entry1162_114	2837	127	696	25	26	1216
ho2_8	2245	1	1	1262	21	907
sll0793_159	2442	3	39	1444	34	2032
gshB_42	2221	4733	28	3638	1087	4490
sll0071_24	1701	4	1	1074	17	1142
psbO_12	476	2	1	7	39	200
Entry319_69	5650	3019	311	264	1520	1909
fecB3_106	3066	4282	1182	253	615	5194
sll0812_48	4576	8	355	525	84	3263
sll1024_22	1953	49	13	171	1916	2843
ssr2439_32	2731	1650	939	110	281	3633
slr6107_283	1435	0	0	24	15	951
slr1920_85	1842	5	1869	525	33	3161
sll5046_14	2030	25	12	597	268	1831
sll1384_12	2578	3	1	24	2175	4383
slr1590_9	710	1	0	311	10	1304
slr7076_64	1529	29	0	75	25	2228
hemK_34	985	4	158	6	38	1335
ureC_32	1310	228	1	10	15	1202
slr1425_9	1407	14	584	60	78	1332
sll1956_108	2123	2	0	406	30	1410
sll1386_17	609	1	64	394	59	1074
rpl2_28	253	3	1	28	24	309
Entry31_38	1015	12	117	193	145	256
sll1739_94	1007	4	2	591	103	734
Entry210_21	961	1	0	885	14	201
slr0468_45	639	2	4	103	18	212
Entry1159_0	2249	8	4	581	61	1950
Entry1072_21	867	0	794	2	7	288
slr5071_90	1255	2962	56	109	98	860
sll0297_6	3212	5	10	352	188	7658
slr1215_29	1867	3185	2	28	784	3665
hypC_39	1707	38	87	484	7671	2310
slr1739_41	570	5	2	52	28	383
Entry584_90	1524	1	1	42	3968	1702
sll0853_124	1755	8	768	863	46	6177
slr5055_7	1738	3	3	18	38	3241
fmt_110	1370	0	161	17	14	849
Entry2000_35	1322	1	0	236	24	3371
Entry993_29	1000	13	4	50	85	295
Entry1479_8	90	2	4	6	18	40
ssl7021_69	1222	14	1	15	57	315
Entry125_0	2672	3	1	318	1335	1545
sll0280_35	1290	22	6	166	216	2278
slr1444_40	2227	406	32	508	12	482
sll0086_58	2192	407	8	63	3160	2721
Entry1999_72	1570	322	0	13	21	979
hitB_64	2388	689	86	234	275	1990
sll0022_17	2632	2	19	649	20	2147
Entry853_44	2183	2	38	199	17	1235
Entry495_38	678	39	2	64	7	90
Entry558_0	1553	9	3	170	111	975
slr1726_19	1862	2	120	7	26	1225
slr1393_94	2178	17	1159	1298	1127	1634
lysS_16	412	11	0	6	9	117
slr0351_19	1509	34	51	326	58	1277
sll5035_23	634	75	2	32	1085	1087
slr2098_35	1136	4	0	35	32	859
leuD_20	814	6	1	44	44	926
rps15_4	381	10	1	22	50	281
rps18_27	2434	4	639	806	54	1766
mtfB_228	909	7	4	132	138	3102
sll0501_4	2251	18	1511	107	14	1357
ssl5096_88	1348	9	1	30	200	3255
slr1635_48	25373	5009	4967	2717	2351	26827
ssr6032_17	3438	2348	1606	82	51	3573
slr6012_9	3533	14	1274	775	2489	6252
ssl0294_100	776	0	45	0	8	1117
sll0400_109	1249	1866	0	1148	18	456
Entry1322_53	1057	198	3	342	64	1573
slr1597_19	1539	1	1106	202	10	1976
ssr2723_59	2082	3346	4	680	178	3346
slr0592_10	2183	1	0	49	14	747
slr2037_53	3319	115	219	87	52	2624
sfsA_15	751	0	460	4	9	1136
ssl0832_94	1900	40	5	969	84	2835
ssr2972_90	1557	3	1	415	1203	1535
sll1623_4	1764	9	4	43	111	762
sll0506_33	47	1	0	0	5	50
slr0930_21	2846	63	1127	201	104	3519
slr0073_15	2101	7	3	39	127	1404
slr0458_29	2129	9	1842	194	132	2182
hisS2_8	731	1	57	233	5	129
Entry1313_56	2453	7	3	27	91	1862
slr0954_37	2993	16	4	212	160	2395
slr1544_8	1554	4	3	37	96	3992
Entry1945_64	1417	1	189	1113	25	1793
hlyD_76	1890	5	0	6	32	1151
pgm_77	1934	7	5	2987	70	3003
Entry1317_88	4063	198	432	306	7788	3330
Entry352_60	3794	14	138	307	245	3166
ssl2245_53	310	6	3	16	49	522
sll0298_102	5071	2024	3119	274	160	4603
slr0856_134	31496	6127	6634	3877	794	17667
hrcA_29	5180	29	4138	2359	178	3656
ESI3_44	1543	3	2	482	32	1181
lpxC_21	2174	352	533	14	26	1996
ccmK4_45	2082	4	1	32	69	2692
ccmL_48	3820	15	48	64	157	3632
sll1692_140	4389	2816	463	121	65	8148
slr1266_32	2858	4	5	28	50	2786
slr5056_14	1381	3	2	29	79	1012
sll2011_37	1738	1	0	171	14	603
leuC_57	348	11	2	19	95	90
slr1174_50	1066	18	464	67	181	1309
slr1363_97	1566	0	121	36	6	45
sll0376_37	2487	12	86	400	243	2963
ssr2549_52	2935	6	1	198	30	2740
Entry1796_27	242	0	0	0	7	391
slr0294_106	2698	3	3	183	1819	1186
sll1560_63	15950	15375	2519	792	4289	13261
slr5029_150	3846	487	104	359	198	1239
Entry604_59	1958	2	12	1084	36	2788
Entry1883_88	3744	17	27	3037	209	4141
ama2_70	1872	8	2	51	80	4240
Entry230_1	1434	1	0	81	33	1965
ssl0410_52	1046	2	20	1	8	602
hemE_26	174	3	0	6	11	304
sll5049_22	2500	1000	1317	1897	43	3405
Entry1736_82	1302	19	10	337	166	591
Entry127_31	2482	4	807	101	71	3047
slr7026_97	1470	9	34	89	39	4370
sll1895_70	1290	6	0	18	30	1777
sll1367_25	1320	1	1	9	14	1570
Entry221_9	833	3	172	314	13	584
Entry168_59	1009	1	2	50	39	172
ycf22_2_17	970	1	0	7	19	1887
sll0998_97	4078	6	622	130	115	3916
slr1470_16	1068	0	0	4	14	392
sps_82	2009	14	964	284	214	889
slr0320_132	2145	5	2	18	87	142
slr2017_6	3285	9	211	152	99	4444
nplT_58	935	1	182	1	6	371
slr0373_80	1435	12	4	155	161	2365
sll1455_34	3954	8	235	699	102	1594
Entry9_70	1189	18	11	100	182	884
sll1292_67	4860	282	1000	275	744	7021
Entry611_60	2633	252	352	451	36	2487
Entry882_30	1228	1	55	15	10	1098
Entry2053_31	1783	28	4	2635	274	2932
sll1791_272	1944	32	67	60	602	4360
slr2141_31	1282	0	308	107	11	315
sll0192_6	612	1	0	3	9	407
chlN_19	2008	1485	1	100	161	2303
Entry512_40	2043	3	0	510	31	2968
accD_57	1024	16	2	63	172	956
mgtC_109	830	3	18	159	88	2146
Entry1684_2	998	1	1	3	13	324
ssl7074_62	1460	2	658	237	15	1353
ccmK4_4	1499	16	3	502	159	1127
Entry1311_0	2526	8	170	25	70	4468
Entry1311_1	188	0	0	2	8	319
slr1421_115	2972	31	67	567	3183	6316
ftsH3_35	3239	725	165	1547	142	4603
Entry1897_135	1291	2	1	9	24	948
sll0797_100	815	0	0	27	44	217
Entry1650_87	1605	7	2	44	81	2680
Entry1122_83	758	90	9	888	323	1414
Entry1214_62	1617	2889	1123	28	60	2271
sll1945_70	930	1	0	7	11	463
Entry1569_27	4074	3975	2341	1935	6118	9298
sll1982_55	3290	11	300	1344	98	1312
slr0664_70	1471	2075	544	3	10	736
Entry1655_60	1498	2	111	9	21	1925
slr0788_60	2417	10	3	328	380	4800
pstA2_4	371	0	0	0	4	37
Entry2021_18	843	4	0	549	7	754
ctpB_27	984	1	0	6	33	1532
Entry1606_0	706	671	49	5	12	863
xthA_27	3672	13	5	1522	115	8442
Entry1338_35	1251	105	1	345	20	377
brkB_16	1086	1	1	9	11	787
Entry1574_63	1448	49	534	24	2072	485
sll7070_157	1743	5	252	121	44	405
Entry655_21	1654	1	1013	901	9	1985
gdhB_32	1787	1433	1	13	50	2033
Entry1043_61	4150	116	227	363	387	1200
Entry377_22	1061	1	0	1006	34	2563
sll5047_4	369	0	0	6	10	145
sll1660_31	1773	1	591	674	23	2093
Entry461_58	5351	3	0	359	37	3961
slr8026_12	3259	11	551	50	97	4824
slr0210_40	4695	5351	160	269	5238	6411
Entry2035_2	111	0	0	6	1	87
slr2027_67	1512	4	1244	5	31	1607
Entry1971_51	2175	183	4	252	160	4015
Entry1776_20	870	1	1	16	35	1669
sll0318_32	1720	269	11	105	281	2694
slr2049_55	3579	849	1	4119	55	5713
Entry115_68	5776	19	559	57	2252	10185
slr0222_3	2537	6	0	1927	45	3284
sll1515_41	2336	6	724	97	81	1308
Entry1329_67	4031	1734	108	1001	362	9146
Entry1615_28	1359	519	514	98	11	644
Entry2051_75	4451	2414	703	972	325	9064
birA_17	114	1	0	0	6	138
Entry27_2	677	1	2	90	8	561
sll1913_94	3051	1544	354	431	59	1495
slr2025_21	1922	30	6	10	23	2661
sll1252_65	2353	10	1	51	108	5050
sll0442_201	3275	23	7	566	224	8556
purA_71	362	2	3	13	33	222
prfB_26	2374	18	268	92	248	2573
Entry1191_49	1909	328	3	11	28	2885
slr0645_26	1817	4240	123	4018	27	2779
Entry8_1	941	0	1	32	19	379
Entry1146_33	1844	425	1	244	22	1612
lytR_56	2470	3	825	10	440	136
Entry871_36	1005	0	3	209	17	2034
Entry1959_68	996	10	1569	42	76	474
ssl3383_15	2036	2	0	213	17	535
entC_4	1332	13	9	69	263	1472
miaA_37	1395	108	350	108	6	76
Entry1762_91	1868	126	2	80	906	281
Entry2094_36	6217	1358	1486	1148	911	8066
sll0019_31	1503	1	1	100	79	1071
Entry1008_64	1260	18	0	115	20	486
Entry995_33	1175	1734	1067	17	26	2374
folP_157	1854	4	187	57	19	562
Entry1140_72	1144	6	217	114	10	1010
Entry1564_9	41	1	0	0	0	35
ndhC_110	515	3	0	23	12	804
ccmA_25	228	1	0	6	11	122
slr0195_26	2135	3	523	1105	62	1600
slr7016_102	1698	1	174	19	17	710
fbp2_4	3293	11	5	116	355	2233
slr0779_7	1399	2	0	176	23	853
rpl17_36	553	3	0	20	57	542
slr0680_98	1770	6	4	1123	69	2221
slr0655_9	2737	4	0	15	14	1226
Entry1861_29	1613	2	1100	71	21	920
ssl1464_3	1947	26	8	88	41	4088
ssr3532_91	673	0	0	3	6	1093
Entry1452_27	1526	1180	892	12	20	3084
ssl1922_28	2498	2	2	1310	48	5032
Entry1481_49	1454	33	0	9	24	2493
rps2_3	14	0	0	2	4	67
psbA1_35	1308	25	34	2133	127	2825
ssl0331_66	1513	8	9	14	62	2400
Entry1106_74	1019	215	1	441	17	971
slr1752_33	1595	0	221	488	16	966
alr_28	2168	2	0	10	20	899
slr1957_43	1243	4	0	1018	17	1628
slr0006_46	927	2	564	421	26	1440
ycf39_55	1020	3	0	672	11	541
Entry209_89	2009	230	0	16	46	3462
sll5063_32	1070	4	120	157	31	1056
slr6009_8	3578	24	518	760	264	2847
Entry1719_33	4760	504	27	1566	65	4815
Entry2104_59	1937	5	169	242	751	1836
sll1544_34	1248	767	0	30	37	3427
sll0005_18	2588	224	11	124	331	5488
sll0733_68	1775	7	446	101	89	2693
Entry267_4	1373	4187	1032	6	20	1205
sll1068_56	1381	2	13	29	11	2354
phr_29	1748	3	1634	181	18	688
ssr8013_76	1639	1	498	12	24	765
slr0734_40	2759	1	2	565	59	4404
Entry11_48	1788	4	3	141	54	2162
slr1101_14	1442	0	2	23	1093	1361
Entry738_86	859	0	0	74	25	940
Entry1067_85	1414	451	523	37	8	824
Entry307_82	4101	14	194	94	263	3774
tufA_49	78	3	2	10	26	323
Entry1957_48	1619	12	6	348	164	488
exsB_26	1793	448	0	398	28	1499
slr0483_70	2611	12	3	155	100	1317
asd_43	174	0	1	39	2850	145
ppc_31	279	0	0	3	6	374
petC2_171	941	7	1	30	80	1577
lspA_16	950	6	249	46	47	96
Entry1594_41	3547	1167	1519	82	4106	6569
Entry1330_77	1594	5	0	214	25	986
Entry333_91	1176	2	0	271	206	1019
Entry97_50	871	0	1	3	33	481
atpB_40	183	1	0	1	12	180
sll6036_248	1589	5	816	526	24	1975
sll1389_76	573	11	974	46	128	357
Entry1142_30	1653	1	1	6890	34	3195
thrC_10	976	3	31	130	90	303
Entry1366_23	211	3	1	16	34	474
hpcE_23	2006	13	2121	41	101	2924
Entry477_28	1168	1723	1	1044	24	207
slr0058_99	3495	6	348	997	3016	1096
Entry571_92	1605	5	3	153	32	2076
sll7028_73	1589	26	1	70	63	1822
slr0640_40	1550	3	0	132	26	3415
rnpA_49	1351	15	4	55	119	893
Entry1344_5	1029	0	128	357	7	320
slr6090_403	1790	2	2	567	58	1708
ssr2551_41	1973	12	3439	1991	238	3477
gspD_55	3436	33	5	1392	121	8081
sll0038_9	1470	4	584	83	18	1490
dapF_4	5036	20	6	695	499	2674
dnaA_7	1935	3	312	1010	75	1023
slr1770_77	4383	976	426	855	67	4558
slr8038_3	1052	5	0	34	18	1852
Entry72_95	2286	1	38	99	29	3921
acs_48	1252	1	1	4	8	353
Entry1570_22	4074	3975	2341	1935	6118	9298
slr0971_90	1522	5	1	8	33	292
sll0721_66	1403	1	73	4	753	1564
slr1298_129	1828	5771	3	120	69	1551
sll1926_36	1225	2	643	17	16	577
slr1232_36	2406	16	87	206	232	1918
slr1702_15	2153	31	817	173	459	3729
Entry581_42	2165	10	3	128	272	4366
sll0936_26	397	1	0	202	11	541
sll5006_238	3295	6	3	81	60	4243
Entry55_2	2119	4806	4	357	50	3109
ssr0692_52	1709	3	503	8	38	2235
Entry967_41	4097	7	1061	564	129	8691
Entry1846_75	1585	5	234	65	47	4064
sll0182_50	1542	57	3	670	86	702
sll1920_76	1214	1	1315	621	23	1262
Entry1922_57	1203	3	0	5	1159	1008
Entry101_113	893	2	0	9	22	1500
sll0875_11	3020	1286	1	676	39	1248
Entry713_60	4713	10516	715	464	254	7055
Entry1430_24	657	0	0	6	9	726
sll1472_13	472	0	0	2	5	103
slr0479_108	2083	9	237	705	761	1334
slr2127_4	2824	1	14	257	35	669
Entry2102_50	243	0	0	30	5	374
slr5101_19	610	1	0	110	6	487
sll0400_43	1571	5	1113	346	38	2738
ssr0332_47	3492	823	1901	176	3734	4804
Entry160_116	3117	648	171	144	191	2224
slr1095_17	1095	0	276	3	13	1167
hypE_16	3197	9	1675	588	51	2759
slr7015_34	1763	6	1754	1091	65	3300
slr1885_14	1772	4	8	777	697	1992
slr2000_40	870	2	1	16	18	1625
sll1786_16	351	0	0	4	8	531
ssr3304_70	2139	28	1006	188	305	3997
sll0539_82	1998	837	0	7	16	2500
slr1895_51	1354	0	947	1146	24	1435
sll0772_51	218	0	0	3	3	453
ycf22_9	1978	5	376	143	47	1031
Entry1111_62	2010	2	3	161	345	2941
slr1041_10	1576	12	3	298	139	492
Entry549_34	736	9	2	36	116	886
sll0487_7	2406	36	23	1735	703	4081
Entry1943_53	2335	3277	68	40	107	4165
sll0670_9	1333	2	163	6	22	1650
Entry301_45	3848	8	208	416	63	2785
ureB_31	2357	7	1841	8	26	2029
ssr5092_25	1336	0	1	53	12	845
slr1230_73	1232	13	0	456	20	2186
galE2_4	1388	1	17	317	27	1424
slr0384_27	877	2	1	114	25	1339
ssl8008_53	1977	70	1231	29	93	2630
slr1028_49	3773	16	333	637	145	5863
slr2115_235	4796	3186	621	825	58	6153
Entry1225_1	2335	5	1058	958	74	2407
Entry1760_61	3125	5511	1334	228	103	2493
ccmK2_76	1729	1113	1	623	24	1181
slr1431_5	1540	6	150	55	23	2431
slr5082_428	937	0	97	59	8	516
dnaK2_40	1842	36	15	364	508	2127
Entry439_1	989	1	18	89	8	636
Entry48_75	7263	50	2321	2889	563	16687
slr1787_48	676	2	515	1	12	446
Entry711_21	1864	28	1669	123	51	1439
Entry1174_99	1801	26	218	173	371	4328
icfA2_63	1162	0	0	188	13	1136
slr0064_46	823	0	0	2	12	434
rpiB_4	1906	2941	4	251	34	3599
slr0356_9	583	0	0	1	1	112
fecD_7	1276	1	1143	6	19	1375
nrtA_43	3327	88	41	263	67	2063
Entry126_39	2012	3	1	14	912	2041
Entry1347_27	2972	764	1800	1006	54	3598
slr1628_47	1650	1	1	600	459	2755
slr0919_42	878	0	3	24	9	366
sll0871_19	1402	16	1077	246	81	1038
slr1929_51	2181	3	710	960	60	3309
Entry234_0	2649	790	147	116	41	1934
priA_12	1622	3	2	21	58	486
fabG2_83	1073	2540	5	62	41	1376
slr0871_23	1870	0	0	151	30	1706
Entry1525_51	2195	4	29	22	55	2344
sll1306_55	2557	2496	2	958	134	4992
Entry572_10	1274	0	476	630	17	668
sll0284_8	1364	5	1081	25	42	1549
Entry378_35	1866	5	3	157	33	2526
Entry2050_16	1711	5842	2	75	10	379
arsC_64	1136	120	2	2	6	218
hypC_10	2089	772	1	1070	35	3206
Entry676_44	1345	1	92	60	21	1168
Entry466_6	1044	1	0	68	14	1228
sll1737_135	2224	142	8	81	223	3471
yefA_143	1402	1	1	166	18	778
slr0556_41	2065	1697	7	14	31	2977
arsA_20	1114	1	1090	424	17	1204
ssr6030_151	1103	10	3	25	3283	2077
Entry1204_74	1657	2	315	629	24	2307
Entry1756_79	1597	10	1	235	61	1328
Entry1000_8	3535	4	277	835	83	2929
ileS_10	203	2	0	3	9	239
slr2060_45	2326	6	336	24	129	2668
sll0098_18	1097	1	0	103	347	781
Entry1842_40	3175	54	31	650	851	5719
slr1186_13	1300	5	326	12	22	1195
Entry381_6	2125	2471	4	357	42	1084
slr0872_18	3271	9	617	11	10	278
slr1866_214	4350	7467	1051	136	23	493
Entry106_44	1835	1	535	57	14	1739
sll6052_129	1546	3	1	253	35	1426
sll0702_20	2544	146	96	803	48	2119
Entry1624_20	1611	8	37	26	211	4329
sll1946_36	1556	6	142	138	66	2791
Entry1210_56	5470	29	1069	273	331	12670
ssl3769_13	1367	3	3	22	56	943
slr0086_28	1652	20	636	64	249	2984
sll1737_63	1953	10	4	77	114	3060
sll0909_364	2060	15671	1411	293	261	4608
ssr6062_24	1372	6	45	258	128	5508
slr1378_21	1380	4	1	135	23	1620
lim_77	1725	2	1	238	33	2074
slr1522_55	1663	15	2023	135	4157	840
ssr2087_58	1340	2254	1	14	1912	2683
Entry1876_64	3301	1795	643	616	1432	1464
degT_20	1659	1	799	4	6	934
sll1123_45	3462	4	1162	83	707	4613
slr1635_63	15950	15375	2519	792	4289	13261
slr6028_22	2298	3	1	195	22	410
sll0486_201	1683	2294	0	261	34	1391
sll7067_91	1545	3	195	252	1019	2677
slr1978_21	892	0	247	306	43	878
dapA_33	1090	7	4	651	543	1596
slr0149_25	901	8	0	743	8	1149
Entry699_70	1911	7	23	32	74	3954
slr0314_3	416	1	4	10	48	310
ureE_56	2188	77	164	419	38	2466
slr1336_45	1404	4	5	23	55	1038
sll0887_22	150	1	115	5	7	291
pleD_88	5710	21	55	1340	123	5226
sll1144_75	1321	311	6	84	138	2194
slr0222_17	4359	252	10	871	261	4549
slr1203_86	957	1	0	4	9	567
slr0214_4	1848	31	7	704	177	4894
Entry1467_74	1769	6	88	906	79	3043
Entry417_67	1637	4429	3	11	22	1984
slr1634_79	3065	360	1498	424	236	2710
cbiP_47	2159	7	1	348	70	1957
Entry751_29	1204	0	0	29	8	731
Entry1945_47	1118	2	480	88	13	799
sll1950_56	1294	1226	1346	166	22	2066
sll1702_10	443	1	0	1	6	258
slr1563_13	910	1	0	0	7	310
slr0977_94	2667	25	153	1992	337	4226
trpC_27	335	2	2	19	23	521
Entry837_20	2629	16	3	885	138	5235
slr1471_143	324	0	0	4	1	170
pchR_4	3552	1727	1	324	51	3286
slr0042_55	2724	31	92	330	294	2161
slr0941_45	2353	16	18	1850	107	4878
Entry1113_8	1506	3	737	8	71	2495
Entry1980_64	2181	4	1	109	4770	3145
slr0600_10	1199	383	6	54	316	733
Entry1825_84	1775	4	1	11	19	2008
speB_10	4218	4	1480	901	59	3533
comEc_8	1661	3	0	128	13	824
sll2011_11	1030	1	209	39	9	723
slr0667_282	3291	5277	1082	1384	214	4036
sll1054_7	5509	29	542	474	261	10325
sll1560_48	25373	5009	4967	2717	2351	26827
Entry1796_42	1441	3	1	11	36	3345
sll1999_169	3547	3724	62	189	39	2337
sll1271_144	1246	5	59	8	17	601
Entry1858_64	1567	4	3	274	339	1904
ubiH_19	1636	0	0	14	27	1122
proC_55	955	15	39	296	166	312
ama2_51	980	1	0	52	8	447
sll1916_46	1297	4103	527	79	190	2791
slr5118_266	886	1	0	85	7	2362
slr0942_38	334	0	1	0	7	321
sll1263_16	1288	11	350	398	19	830
slr1533_9	3957	11	91	649	189	3916
Entry1107_0	1773	7	2	420	98	1989
slr2124_67	2199	9	229	195	25	3263
sir_11	1088	11	3	80	146	840
Entry1136_29	2013	18	10	1039	192	2148
mutT_53	2517	5	159	1114	136	4352
slr1413_62	1044	2052	2	93	750	559
psaM_43	1485	9	2	77	106	1092
sll1086_11	3372	16	2435	884	1396	4368
Entry228_57	4598	832	18	1764	444	12460
sll0031_53	3599	27	1518	1386	247	2809
Entry1320_37	2540	4	2	363	42	3796
sll1084_7	904	4	329	17	38	665
Entry1130_62	847	20	7	96	226	613
Entry1877_84	3395	4	6	508	50	3974
ycf22_2_30	332	29	12	138	360	512
Entry1502_9	737	1	1	188	16	239
Entry1814_67	886	3815	2	5	10	247
sll0685_58	1404	3	0	25	17	2373
sqdB_118	1187	11	4	36	94	718
Entry334_7	2350	5	3014	898	49	4760
Entry10_4	2443	3571	343	124	822	1317
Entry1670_2	881	0	0	12	13	2849
Entry1480_35	1714	0	1	11	13	385
sll7044_76	1665	283	0	11	37	3448
sll1080_76	2630	4	505	211	49	4770
ssr2806_20	1469	7	16	941	44	1687
sll5052_63	579	0	19	15	1	58
zam_93	1586	1	0	3	30	2259
thrA_69	3549	8	84	2640	999	2742
Entry12_101	934	2	0	172	10	1339
slr0013_74	1278	1	60	398	15	1429
ssl7074_49	306	0	0	0	1	118
ssr3452_7	3966	7	99	308	57	1099
sll0095_18	1937	6	294	404	43	3221
slr0523_13	1882	18	7	418	158	563
sll0811_172	1736	1081	1	25	40	4189
sll1222_49	1677	4	195	237	50	597
ssl3127_61	2237	3	1691	891	40	3288
Entry1790_43	1815	5356	3	154	25	1845
ycf37_91	1191	1	0	6	7	580
Entry857_2	828	2953	448	50	6	548
trxM_82	905	1	153	5	20	813
ftsH3_12	2898	6	940	99	72	4545
sll1945_19	1898	0	54	6	18	800
ssr1175_97	3229	5	204	18	53	1648
slr1747_16	1355	12	5	483	247	928
Entry13_33	524	4	1	101	15	731
sll0477_87	1220	1	0	619	33	1023
Entry696_3	1633	3	12	108	17	2288
ssl1807_55	1523	23	12	169	272	1058
Entry1127_47	1163	11	5	56	149	2912
sll1078_19	1100	18	8	107	277	1203
slr1056_91	3622	21	8	584	212	4679
gltA_53	1290	4	0	9	43	2511
Entry1338_56	1415	9	1050	23	75	875
Entry763_104	2479	1	2	804	78	2994
Entry226_54	1511	2	0	254	24	1379
Entry797_51	5293	59	11	294	143	3477
slr7088_79	1560	9	1831	351	40	1297
Entry181_28	1099	2	0	71	10	1101
Entry1700_82	1436	2	0	137	1783	1871
rpl19_19	34	0	0	0	7	76
slr2070_23	2608	297	822	748	3367	2069
slr1152_34	4400	1139	1452	1380	49	3910
Entry401_76	1421	15	1156	29	130	225
slr0880_47	1071	3	1255	7	27	1312
Entry215_116	1626	102	5	406	151	2210
ndhI_147	1393	2	22	3	20	293
panB_48	112	1	2	10	40	217
Entry1859_35	1215	7	3	157	132	737
Entry240_43	4048	101	13	482	809	6550
fabZ_27	589	3	84	8	15	626
Entry1984_55	4113	8	8	187	80	3691
slr1865_61	1745	4	936	67	1253	1591
cobU_22	926	0	38	98	7	629
ssl3615_7	3410	17	5	236	2994	3061
Entry446_20	556	0	24	4	12	521
sll1973_23	651	8	170	20	42	1278
Entry1472_54	2199	134	3	983	28	2454
Entry837_32	1464	7	1	19	57	3253
Entry704_73	2539	14	2	440	58	3973
ssl5095_92	2009	39	1	100	1870	703
galE2_52	1958	293	482	14	47	2501
sll0665_212	16862	89	5735	3696	8735	36155
ssr1041_60	1930	4	10	437	37	3078
Entry293_37	2841	419	5	545	92	3918
Entry623_59	3036	1	0	507	69	5342
Entry525_0	1173	7	2058	84	106	1229
ssl1533_29	1419	2	0	8	829	322
Entry1687_54	1587	0	35	570	10	75
Entry836_70	2478	13	385	141	69	6751
sll1573_21	1045	2236	2	7	26	1601
Entry1959_82	4525	4246	337	305	522	12320
Entry85_87	709	16	6	77	129	1023
sll1888_9	2276	53	2	84	44	1506
slr0078_98	1608	8	2	866	67	3667
sll1765_10	1051	21	2363	147	165	1047
petM_4	1791	3	2	103	3414	2894
exoD_53	2254	2	0	608	142	2825
ggtA_160	3289	12	616	442	539	1982
slr1613_208	723	1	0	4	12	291
Entry387_48	1612	1	1110	4	59	914
Entry1316_24	3533	22	6	519	336	4949
Entry1531_9	1970	1	0	16	19	2036
slr5110_95	1284	3	28	9	26	1393
amiA_13	2733	30	11	542	331	1106
Entry2036_29	1656	1	93	348	14	438
slr0179_34	1735	12	6	50	174	2063
Entry1187_23	886	1	1	77	5	126
slr1612_7	1172	1	0	89	17	756
Entry1498_7	2037	6	0	28	58	4396
slr1257_98	1658	2	0	301	309	3186
slr6097_330	1377	3	7	10	8868	2669
slr1888_51	4321	26	236	160	251	3991
SyR5_39	3301	1795	643	616	1432	1464
sphS_124	967	24	1	33	56	2034
gmhA_55	7245	12	0	844	96	4880
sll0208_22	2112	4	502	363	22	1600
sll1106_61	825	2	0	7	53	1616
Entry1132_59	1770	27	5	75	197	2861
slr1896_14	3649	609	116	1196	117	4472
Entry181_22	569	15	9	48	159	272
Entry180_0	547	9	1	31	138	218
sll1022_37	807	12	1	14	40	620
Entry1324_33	1354	1	0	66	18	1575
ssl2471_99	664	1	0	3	21	621
slr2079_51	1765	11	136	34	42	4770
sll1005_23	629	0	1	102	13	69
secY_22	504	2	2	8	40	61
Entry806_88	885	0	0	7	15	1975
slr1034_22	3404	4	2	113	395	867
proS_70	224	2	0	7	5	136
Entry443_9	1123	1	442	3	13	589
sll1488_60	1996	5	333	44	1103	1824
Entry1220_36	4727	10	1015	2135	176	8209
sll1530_118	2871	45	16	182	461	1236
sll0238_85	1166	708	4	30	2851	565
ntcA_27	2843	6	5	216	1258	3399
sll1542_37	2511	4	3	189	62	5347
Entry310_43	1767	15	10	543	195	3644
Entry1277_9	2164	394	6	586	129	1669
slr0363_15	1527	2	52	78	15	980
Entry400_107	961	1	76	172	9	401
Entry997_53	925	0	0	6	10	875
slr0929_43	2841	9	21	500	1541	2997
Entry1725_21	1894	1	95	111	1445	1391
ssl3364_61	932	4	2	55	58	335
Entry1132_33	6522	16	9	524	233	7152
Entry1759_64	1326	2	1	4	23	1312
Entry1499_0	1398	2212	34	2	25	1357
slr1915_26	1314	6	4	221	111	543
Entry955_68	4738	4755	3	79	141	4979
Entry991_57	1363	2	649	13	20	3276
