sgRNA	Lib36_gDNA	Lib36_sorted1	Lib36_sorted2	Lib66_sorted1	Lib66_sorted2	Lib66_gDNA
rpl24_10	814	2	1	65	1952	89
atpD_36	981	5	0	15	21	607
Entry21_47	2946	10	127	122	197	2258
Entry2098_26	911	1	4	269	10	1101
Entry963_109	4067	103	89	235	198	4898
slr6011_49	3360	38	19	38	46	2349
Entry170_56	4359	10	558	567	2600	2106
sll1150_77	1113	21	847	6	19	1290
gspF_64	4987	4911	10	1646	1630	9104
slr1114_19	329	0	0	1	3	379
slr0059_37	2059	414	101	659	386	4104
Entry303_113	2157	2	32	68	41	1927
Entry2086_188	1172	2	137	6	24	851
gidB_44	1710	4	70	376	17	730
slr1934_21	66	1	0	1	4	54
sll5004_17	510	4	1	14	1644	169
sll0898_34	2868	9	4	307	82	2776
slr1196_17	2959	2	1	11	14	2381
ssr2611_52	576	1052	4	948	131	531
ssl6023_105	1773	14	24	45	139	308
Entry1078_8	2320	2	2	92	49	4722
dacB_49	1062	180	2	4	24	652
slr5088_91	1499	3	0	27	26	2198
slr1982_23	2145	5497	462	512	94	2153
slr1103_8	1035	7	0	419	57	1107
argG_10	408	2	3	10	24	700
sll1879_42	3027	8	660	110	94	4496
trpD_19	982	66	452	103	262	476
sll1164_153	2698	21	19	104	1007	3364
sll0723_53	1125	2	7	678	37	1298
lipA_36	3199	8	3	37	140	3285
slr1938_71	1383	2	0	10	19	1548
sll0875_48	2031	4	1	24	53	3153
gap2_70	1295	2	0	9	13	1108
sll0922_18	3777	4317	192	152	393	6512
sll8048_16	1530	3	883	115	24	1683
slr1584_43	2664	137	33	423	59	3147
slr6094_41	770	2	0	5	272	236
cmpB_90	1061	3	1170	9	11	253
slr0243_29	546	2	0	238	3	326
sll1372_31	2604	3	1	28	33	1144
slr5017_17	3505	6	1	1503	2225	1824
cysE_87	1329	6918	1	25	161	830
slr1169_50	1694	19	3	78	225	2234
sll1353_200	2237	12	1346	482	128	4117
slr0060_41	1801	11	3188	103	118	2551
slr5101_65	1888	5	1709	530	24	2040
slr1999_86	1839	3	22	54	24	1466
ssr2130_32	5003	163	499	712	96	644
Entry1973_87	1959	16	506	435	307	2218
accC_25	569	22	6	285	249	1524
slr0065_4	2021	2	3	23	33	3806
sll0809_4	4444	6	29	1737	1100	6519
fda_15	1104	10	7	83	80	155
Entry1805_11	1583	14	4	791	131	2319
rfbA_14	1925	6211	943	13	25	3882
slr1583_70	1482	9	2	21	57	1005
Entry742_33	1483	0	1	91	2562	1546
ssl1633_39	895	1	511	256	5	922
ssl0296_66	3849	86	241	2873	274	6441
slr5088_102	2676	2	1	404	697	2978
slr0519_10	975	3	1	88	20	858
Entry403_2	1314	1	1	191	21	739
Entry443_8	965	2	0	68	8	550
slr1852_63	1761	15	496	9	624	1032
Entry1471_75	3363	6	1888	436	236	2345
Entry1382_14	1134	4	2	19	57	931
ssl3044_10	2233	6	676	81	28	2058
nCr0700 dsiR1_78	3243	10	1174	299	27	2999
Entry1872_23	866	1	1	7	16	1581
Entry2083_1	1600	3	688	204	29	1658
sll1635_19	583	79	3	9	18	302
slr1799_10	5504	957	782	217	32	4012
ssr2194_31	1600	1581	2298	753	238	2222
sll1405_34	533	0	0	25	3	214
slr6073_81	1747	2	1	28	13	748
Entry1386_65	1181	768	0	2	8	453
sll0092_498	1859	36	1236	92	1680	3809
slr1076_108	1993	12	5	100	145	4051
mraY_22	1776	0	0	34	10	49
slr0951_28	20	0	0	0	2	101
mntC_175	1760	5	896	544	130	2496
slr1148_38	4484	29	1130	167	269	8350
moaA_7	802	2	65	5	10	341
hoxF_31	535	3	264	1	1	63
sll1170_4	621	37	24	241	579	717
slr1097_19	2805	150	8	162	237	1690
slr1066_72	1051	32	603	6	5	302
sll1774_399	765	22	423	300	9	899
atpC_103	1039	5	1	14	39	572
slr0081_52	3070	6	1164	1286	2536	1531
Entry933_22	1009	8	6	439	102	543
ndhD5_4	3373	116	63	821	555	3358
ssl8041_106	1041	0	1	37	17	1233
Entry687_68	3649	13	3	1069	181	1124
sll1764_72	1196	3	0	2	13	1412
dnaE_25	1426	535	447	6	24	771
Entry1289_35	1566	4	0	16	36	3620
odhB_34	798	1	113	5	11	348
phr2_68	5232	13	1218	1168	4320	7460
fabH_26	1047	1	0	1	8	163
dfp_49	45	0	0	0	0	70
slr1704_40	813	1	0	26	31	612
slr1628_11	478	231	1	1	2	214
sphX_23	4390	15	327	918	1397	9132
slr6058_221	1487	3	0	755	28	816
Entry1319_0	661	74	0	1	7	920
sll0327_100	1438	51	159	242	545	1656
sll1984_264	27622	7431	2618	2121	2622	27923
sll1635_54	1126	3	208	46	39	189
slr1837_34	1203	2	364	129	26	479
slr1963_10	1096	2	5	2777	30	756
kdpA_58	1964	6921	894	2254	41	2063
slr1077_48	1605	5	1	678	18	1149
sll2002_92	1407	3	2	50	126	2166
Entry1062_74	3494	2335	2464	160	132	3889
sll0253_118	859	0	0	240	24	1739
Entry1545_4	1521	1	23	192	64	777
arsA_53	2761	5	4	764	24	2260
ycf39_2_76	1472	36	4	172	126	1571
slr1083_38	1834	2	0	122	36	2360
rps21_50	1625	3	82	32	49	1345
slr1207_39	1743	3	25	1654	38	1760
Entry663_62	2890	1	235	856	33	717
slr5082_427	848	0	0	5	2	251
Entry23_1	150	1	0	3	1	378
Entry1046_32	1863	5	141	80	2267	3597
sll1071_8	1297	1	1	9	28	1809
sll0385_104	522	2	0	3	6	438
Entry139_46	3065	10	275	25	84	2430
Entry1230_63	5814	198	1285	1022	219	14015
sll0744_42	1891	3	0	41	33	1987
Entry1954_0	2118	15	739	133	69	1388
sll0047_38	2280	4	1090	730	41	2013
sll0843_102	731	107	1	30	25	940
slr0651_28	392	3	76	29	63	457
sll1355_18	1736	22	317	26	22	2296
Entry1551_41	1201	15	7	32	104	771
sll1469_90	1759	26	2125	18	48	3448
sll1284_29	2607	12	991	224	3088	2286
cpcA_8	791	2	0	30	25	266
sll0816_22	2642	1413	1	633	75	5158
Entry1642_52	932	1	80	133	21	351
Entry470_88	6376	4620	601	1774	13238	7010
Entry1093_15	2111	1	1	56	44	3727
rps9_67	421	2	36	22	11	897
Entry320_54	863	2349	2	509	47	405
slr1205_37	1838	1	39	54	49	1645
Entry120_75	4549	12	1625	588	98	891
fecC_3	1002	4	1293	258	783	1371
Entry894_78	2130	8	2	142	46	5658
ssr2078_16	603	2	1	35	84	1970
slr0142_106	1991	5	0	1197	27	2245
slr2037_26	557	1	0	1	8	370
sll0168_178	685	5	1	282	26	1084
slr0250_82	242	1	1	8	18	279
slr5126_42	3289	4	19	22	37	4127
slr2111_11	2730	7	0	678	49	1768
sll0448_84	2280	47	4	146	29	3764
Entry820_1	622	0	8	2	11	1046
slr5102_116	1389	1	2	579	1924	589
Entry1477_159	846	4	52	156	99	882
Entry1300_44	1125	15	2092	791	138	2311
Entry469_27	627	1	0	3	5	667
rpoD4_9	2269	1233	327	238	54	3855
dpm1_2_53	5060	14	11	277	261	7575
slr1595_62	1713	3	549	23	31	2172
Entry1058_6	1325	1	726	7	25	1278
sll0702_4	3116	11	3	335	164	5050
ssl2245_69	1381	7	0	724	76	2407
ssl5027_41	1874	4	584	216	30	1430
Entry1998_37	1556	4	17	32	37	2596
petF3_33	1690	328	1	15	48	3653
Entry1240_0	1156	1	0	4	2	288
Entry591_1	1066	1	27	12	583	264
slr1471_130	1436	2	895	211	19	1372
Entry371_71	1040	0	0	100	11	1130
sll0456_56	632	163	0	0	3	253
Entry1766_20	1218	7	181	167	36	263
sll5069_35	2629	9	3	50	42	3526
ssr3465_25	1115	3	239	15	35	1468
recG_42	1655	3	10	11	2320	646
Entry184_31	3608	1	3	1342	30	2224
nadB_37	2389	18493	1300	606	52	3513
sll0451_68	2280	10	2242	34	840	2684
slr0923_25	511	2	2	10	31	1107
slr1436_71	1152	2	0	132	25	1003
slr1724_22	856	0	0	197	1127	983
sll1481_31	2177	6	1	16	39	3248
Entry1990_53	733	0	0	191	2	122
slr0598_4	3346	266	4	552	46	4189
slr2105_43	3674	2	0	862	68	1934
Entry108_3	2714	3	554	71	45	3562
hoxU_40	2288	28	336	56	72	1743
Entry1965_10	2372	1	3	50	78	3588
Entry1584_2	1276	1	1	4	11	493
slr1074_112	6331	25	39	1908	297	7812
ssr7036_22	3028	28	781	1109	1282	4000
TU1351 dsiR3_13	2175	3	1	35	44	2891
TU1351 dsiR3_12	2695	3	2	264	233	4500
TU2529_4	918	24	7	132	360	540
sll1673_47	4418	12	5	1030	1860	4535
sll1592_56	3144	19	8	432	216	1814
sll0846_10	1703	170	1	1261	25	1629
Entry725_34	785	5	3	145	77	1178
Entry725_31	860	34	0	3	830	569
sll0149_64	2967	15	10	949	121	3171
slr1694_11	1310	5	289	14	40	1450
glbN_154	4615	22	331	1732	251	8910
Entry1507_90	1414	2	58	2	11	1611
Entry1045_127	2209	1	1607	529	1712	1730
bchE_24	1724	51	1	9	21	1031
Entry1772_79	1053	0	0	158	7	354
Entry726_28	1708	3	3	717	3121	1864
Entry87_30	1557	30	1551	227	388	2075
sll0160_50	1079	947	773	4	16	1393
Entry408_57	1871	467	2	31	47	4072
Entry244_14	1507	111	275	743	455	1571
sll1638_25	1146	1	1	260	11	1017
sll1862_138	2309	17	1350	255	1120	1537
Entry775_35	4302	7	757	419	58	6718
sll0228_22	741	868	0	143	4	61
sll1930_264	27622	7431	2618	2121	2622	27923
bfr2_25	972	2	4	17	29	1199
Entry1866_75	1385	1	76	70	40	3208
slr1201_30	1438	10	5	53	3307	1088
mntA_7	1196	0	1	6	3212	1446
slr0431_67	3783	24	430	818	285	7981
slr1998_55	6554	348	772	561	380	11449
sll5109_22	1944	293	417	51	29	3026
TU1565 nsiR5_13	1662	7	864	122	121	1653
slr0651_8	429	10	1	10	47	371
slr1461_13	1712	4240	3	69	16	371
gyrA2_103	2022	1	1	101	42	3510
Entry1227_23	1370	1	0	498	20	1511
glgX_21	2941	5381	15	148	271	4133
Entry141_60	2301	3	4	17	58	1313
Entry1310_55	1162	1	2	114	26	598
met3_60	2274	3140	1926	19	22	2126
pilT_9	1688	6	2	16	664	413
sll0808_249	2185	7	4	103	81	1759
slr1260_20	1526	253	1	2276	21	1498
Entry1811_5	1793	3	1	7	19	2442
aroC_37	881	1	0	5	19	492
slr7091_59	2289	122	4	28	61	7700
slr1134_69	1117	40	6	163	214	1158
Entry366_8	976	6	640	254	20	1630
Entry1550_1	232	0	0	2	6	394
chlL_66	1358	7	523	18	30	2945
Entry1325_4	1263	1	43	6	12	1100
slr1253_21	2441	13	1498	48	68	3173
Entry467_29	1141	0	1	72	2311	1250
slr1568_23	3344	813	2	976	56	2090
pbp_37	1949	12	1	81	148	3204
Entry1037_19	3965	9	880	1840	716	8371
Entry650_68	2763	533	281	336	256	688
psaK_34	1572	1	14	811	17	360
ycf34_32	5493	1826	407	2528	150	8984
ssr2803_44	2409	20	7	170	234	4317
Entry1784_51	1159	2	71	236	10	838
slr1513_61	3956	8	2	1030	35	4864
Entry810_38	763	0	0	3	15	310
Entry1705_46	1408	4	2	25	56	3940
sulA_22	1488	9	6	234	32	2014
slr1778_171	887	1	0	2	10	550
slr0192_7	909	8	206	12	48	265
ssr2723_44	2896	3	4	708	27	912
slr7057_15	1735	373	0	20	8	234
Entry1287_66	1377	24	11	62	38	893
slr8026_62	1779	27	172	8	35	789
sll1590_13	1478	7	9	381	26	2419
xylR_52	722	1	0	2	7	912
Entry461_69	2352	1	0	6	16	1198
Entry1248_10	1724	6	1	1009	3233	1811
SyR46_19	7324	12	829	416	151	11453
Entry972_32	1038	9	292	22	31	2181
ssl7004_82	1582	3	0	67	25	1964
Entry276_84	683	2	0	652	6	866
Entry645_171	1967	3	1199	712	42	2489
Entry178_48	1084	1	86	39	8	245
Entry2049_43	786	6	4	88	111	543
slr0207_42	1155	0	0	6	52	854
slr1537_32	844	1	0	3	12	170
Entry565_88	384	0	0	13	21	425
sll7089_14	1280	11	2	87	263	1072
sll1373_5	1936	1	894	112	32	2029
Entry1566_54	2898	127	3	516	160	3519
sll1252_31	2479	7	1138	480	88	1849
bhy_35	5220	38	1010	740	447	5656
slr6088_26	3415	1172	759	369	59	4657
slr1983_127	540	27	0	7	44	147
pykF_12	720	1	0	5	12	403
sll0431_134	31496	6127	6634	3877	794	17667
Entry948_30	1435	0	1	43	27	406
rpl22_40	213	1	0	15	38	750
Entry117_116	607	1089	95	1	7	96
Entry419_3	1795	27	8	103	279	2733
Entry1260_33	4003	21	3	320	2912	2190
nCl0710 (CoiR1)_38	1093	970	434	75	12	75
sll1250_70	1639	1	0	217	20	435
sll8033_7	2249	9	5	118	112	3060
sll8001_26	917	5	2	31	69	851
Entry450_43	2365	167	6	291	173	3611
Entry450_69	1189	2723	578	601	504	2445
slr1861_19	1118	9	5	312	13	1011
slr0184_129	1723	5	1	668	62	2521
Entry2041_26	1718	8	2186	17	61	3263
Entry96_98	1015	2	89	14	15	1676
Entry862_3	2100	0	2	8	21	2242
aspC_25	931	1	105	51	37	1604
crtX_24	2307	7	3	39	247	5180
Entry310_25	1620	16	138	328	22	2119
Entry1657_1	3595	6	1222	2578	206	3711
sll0572_157	1029	9	2	190	57	1131
slr1865_32	4246	4257	838	13	32	737
braG or livF_44	4338	627	0	327	1402	2350
slr2006_91	1412	3	2	13	28	2506
chrA_13	1464	4	1	769	45	670
ndhC_70	2565	9	3	54	123	1118
slr0756_33	6922	13	132	1973	122	17293
Entry135_6	2368	12	112	75	198	2373
sll1755_61	949	1	0	60	5	299
rpoD3_58	454	0	0	130	4	662
sll8033_20	1694	64	33	458	244	7114
psbA3_460	1420	11	86	310	166	863
slr0976_17	1215	0	0	9	19	632
clpX_46	1446	0	1	1	717	786
Entry1063_109	1096	3567	4	4	99	3358
sll0060_32	1558	16	413	85	215	1845
Entry1926_58	856	11	1	4	6	136
slr0820_48	645	0	0	1360	12	610
slr0363_34	878	1	0	379	84	730
Entry1439_43	878	7	0	31	10	665
slr0588_97	881	1	2	388	20	1192
slr2071_11	2131	10	11	47	132	1517
sll1319_145	588	0	1	176	11	545
slr0383_54	2779	2	152	237	37	1086
rpl36_82	487	1	87	34	23	794
gabD_21	1707	5	2829	60	27	2899
slr1658_16	974	2	1405	152	27	3203
ssl5007_81	1641	3	425	69	27	3000
Entry940_116	2053	0	0	124	11	743
sll0518_98	1134	2	293	419	142	979
ssl8010_5	1364	3	1	15	3368	2154
cmpR_10	2177	2	45	965	123	1209
Entry395_69	913	6	2	16	57	1227
ssr2962_54	4135	3464	554	483	278	7050
slr0483_20	712	151	118	45	9	459
Entry1068_3	1359	2	1	9	30	2457
Entry154_29	980	2	1	510	31	275
grxC2_41	2203	1	378	68	35	2492
slr0731_27	4204	20	2080	153	377	3552
Entry1388_31	832	1	0	16	25	1478
ndkR_27	3062	13	5	412	138	13277
Entry1330_43	1992	9	1	15	43	4532
sll1906_22	1732	6	758	281	571	879
ddlA_85	1815	30	577	480	3358	1429
dnaK3_31	1863	338	281	308	77	1187
slr0799_149	3121	8	4	82	105	10793
slr0096_35	1076	119	355	26	61	1764
Entry263_61	1807	3	148	5	16	1356
Entry263_67	1406	4	2	32	18	1739
Entry978_11	1985	292	1787	93	35	893
deoC_10	1869	8	793	861	121	3638
slr1636_126	892	4	7	50	12971	2977
Entry1161_103	1832	0	1	81	25	1838
ycf44_177	1073	16	399	3	6	807
gdhA_47	4942	12	537	83	123	7449
rpoDI_37	862	0	0	2	10	150
atpD_10	673	0	0	7	8	526
aroE_3	1238	2	0	5	22	662
slr0111_4	3474	35	335	43	59	1515
Entry1322_4	2412	4	293	345	33	1818
Entry2098_40	753	0	0	545	8	1833
Entry370_18	2219	19	64	287	144	4382
slr7005_14	1495	11	550	27	299	1879
slr1198_37	4693	4	56	374	60	500
Entry507_61	2842	4	1	855	7440	3922
slr0751_60	1089	0	622	7	6	1503
slr0882_44	2627	10	10	23	73	1290
sll0921_47	2165	3	1	2365	45	2796
hupE_46	4094	41	3076	627	615	6035
Entry349_45	667	13	2	257	154	641
Entry761_62	1137	7	4	21	69	2623
Entry1483_15	851	1	0	2	9	609
sll0649_121	511	16	1	52	117	284
ycf43_28	552	0	0	6	27	139
slr1114_32	1357	1689	1	27	10	933
slr1809_38	134	4	4	19	47	250
sll5004_32	164	3	1	4	11	401
slr8030_67	1027	8	1	180	51	1854
sll0410_27	1552	505	2	55	47	536
slr2073_108	4591	6	2	67	92	2192
slr1117_22	1248	1	1	229	19	1607
slr6013_204	2248	6	198	529	25	1820
sll0064_37	991	2	0	6	17	2267
slr1864_139	3707	4	256	19	38	1457
rps1_52	1299	6	5	28	96	1037
Entry1159_74	1533	62	6	173	171	2617
sll0024_152	1406	5	4	264	63	1183
slr1178_7	3068	4	6	31	583	1700
Entry1898_1	3521	890	0	19	46	2011
ndhK_29	1021	15	7	70	1151	610
gap2_50	6166	26	12	82	260	4526
Entry1489_40	3512	8	133	587	204	3894
Entry1181_84	1646	3	1	22	10	1798
Entry594_35	2076	13	3	237	167	2656
Entry485_35	3494	7	2	2262	1579	4523
Entry446_61	3370	26	477	334	122	6007
mscL_165	1795	54	1	1443	45	3381
slr0360_19	1643	2	708	6	20	818
sll1939_10	4816	11	1491	402	151	3634
sll8042_211	28402	10399	3486	7143	1459	36240
sll5094_22	1659	505	15	33	41	3559
slr5093_87	1406	577	1	6	29	3268
sll0990_22	2174	2405	544	10	15	616
sll0782_159	1385	4620	0	473	825	2363
hypE_105	5317	14	1488	539	156	1299
Entry2047_70	3169	3	3	37	58	2829
hemD_15	4299	342	7	869	109	5667
sll0284_22	1637	18	272	152	238	935
slr1885_29	768	5	1	455	30	240
Entry1404_33	1122	15	0	87	31	1121
Entry1404_31	5071	2024	3119	274	160	4603
slr1601_21	4021	4	3	649	65	6730
ssr3304_21	1200	2	0	23	3	342
gmk_6	124	0	0	1	7	175
Entry494_114	1990	3	171	373	23	815
slr0688_29	959	1	0	98	11	675
sll0772_62	2295	11	52	479	604	2974
slr1041_29	3748	25	1738	143	168	3634
sll5048_67	1147	0	85	13	22	2289
Entry1013_23	1136	6	1	176	132	1282
murG_105	3585	6	454	15	1332	3072
slr0042_40	1690	3	2	621	75	1855
purK_61	926	2	239	135	46	122
sll0721_106	1411	13	1414	51	494	3103
sll0068_3	1176	2	22	7	31	1061
Entry502_118	1097	0	2	138	19	1390
sll1715_5	1155	0	0	6	5	242
slr0885_56	2231	3	2111	438	1978	1120
slr0401_46	1639	14	5	628	77	4271
sll1595_96	1368	2	352	15	21	1663
sll8018_32	1220	14	4	100	155	370
Entry1309_56	1252	1	11	11	18	890
ssl1464_30	1537	8	270	23	34	2918
hdrB_10	2122	3	1503	296	26	1809
slr1811_94	435	0	0	54	3	226
trpF_32	422	204	2	37	113	481
fus_58	970	1	1	4	16	951
sll1359_61	2893	8	94	245	66	2664
Entry919_70	1940	640	2	18	824	3115
upp_27	1001	2	0	11	16	1372
slr0081_71	2868	3	28	1750	1859	1846
sll1214_22	5668	16	231	61	773	911
Entry942_55	1718	2	208	43	63	2330
sll1934_49	1107	1	1	275	9	351
ssr1176_10	1385	5	1454	7	17	1850
sll0041_16	2793	10	3	1063	57	5560
sll5046_25	5020	27	849	2878	142	7482
slr5112_121	919	2	44	3	236	1800
slr0708_19	1792	1	2	16	38	1689
nrtA_13	369	12	3	59	163	247
slr0440_62	1671	0	8	238	1943	653
cyp_28	1217	8	98	217	170	2431
dfp_20	2077	11	10	70	135	2306
slr0309_101	976	1	0	1	5	927
slr0333_63	1845	2	2	10	20	232
sll1381_16	2855	29	576	207	402	5979
slr0919_71	1842	6	4	13	71	372
sll1229_80	2015	2	1	95	40	3102
livF_8	4265	256	2821	139	294	11886
sll0985_43	899	1	0	68	9	99
arsC_34	1904	5	0	8	24	2554
Entry903_42	1691	0	0	43	28	2383
sll1575_95	1239	21	1713	139	200	1641
infC_4	170	2	0	4	9	68
Entry907_38	924	9	3	48	127	266
Entry1807_32	1110	6	2	32	65	1012
ssr3188_24	1734	0	0	11	24	515
Entry1856_52	3033	882	290	156	29	3344
slr1184_67	506	0	1	71	4	115
tar_38	2932	6	284	30	38	4222
sll0597_36	1351	4	366	22	447	1416
hemF_12	1848	6	187	24	103	526
Entry169_47	1530	5	1	41	39	2366
sll0858_17	1860	3	4	222	19	1487
pth_6	688	17	10	66	128	471
sll5067_13	688	0	772	169	10	940
sll5132_86	1116	1	603	72	15	370
sll0086_46	1531	11	2	37	85	1290
trpS_112	655	3	1	15	40	859
Entry1840_38	2769	4	117	242	36	2698
ycf35_25	1350	3	1085	13	24	2909
ileS_28	1076	14	2	192	82	567
ssr1407_13	825	4	1	13	49	1593
Entry600_7	1019	0	0	494	12	735
ymxG_11	567	44	0	0	3	142
slr8029_123	1375	2	1	40	29	1292
slr0822_8	1565	7	1091	163	45	2713
sll1761_206	970	4	32	18	45	1893
Entry1821_30	921	0	0	23	5	662
Entry571_91	1921	24	5	359	135	1746
ycf3_3	2308	4	899	230	47	2493
slr1170_31	2224	5	12	709	82	3137
sll5035_34	1362	0	1	3	13	804
eda_25	1529	52	1	25	43	1907
sll0832_122	1862	2	778	830	91	1700
sll0802_127	5121	5190	898	144	109	7329
Entry1195_47	1696	2	3	11	20	2322
rps9_47	254	4	442	13	47	444
sll1378_49	1333	2	0	10	22	1918
leuD_31	1462	2	0	306	13	825
sll0428_124	2576	2	0	85	35	3068
Entry1997_48	1460	1	1	16	22	2863
slr1378_10	902	2	2	73	11	832
Entry1115_23	1536	4	2	9	32	1710
sll0833_100	811	1	4	40	12	326
pys_49	131	0	0	4	9	240
pma1_13	3468	364	1267	104	104	5064
Entry522_8	1535	4	1	9	21	3394
slr2111_31	1816	3	2169	12	24	3172
ssl1498_124	900	0	5	12	18	1342
gidA_4	1506	68	1148	816	35	2399
slr1742_27	6951	35	926	1027	1836	8799
Entry252_4	803	1	0	210	11	750
Entry26_127	1494	5	2	12	117	2581
slr1194_28	3045	5	3	74	51	3457
rpl20_28	183	0	0	3	7	64
Entry252_3	2451	216	4	315	103	1584
sll1447_115	1497	2	4	174	26	245
cbiD_57	1470	17	11	523	94	3235
Entry2122_21	615	0	312	37	3	249
slr0110_122	1609	1	0	19	24	458
Entry1015_9	15	1	42	0	0	85
cbbA_12	134	3	1	6	10	266
pqqE_17	1454	4	0	8	9	1467
Entry1960_49	1084	0	41	40	10	716
petF3_16	1978	2	3	248	70	2137
slr0095_40	1531	1	1	1057	15	1918
Entry2064_7	2532	5	1481	36	126	1667
slr1949_7	1030	255	4	141	242	678
sll0456_34	2307	18	4	39	88	2142
Entry1559_5	1916	3	1	356	71	1802
Entry353_120	3891	12	3	887	77	9676
sll0803_19	1729	43	8	1516	94	2107
Entry1470_0	866	2	0	5	18	1753
slr1283_18	1821	22	5	84	832	726
Entry582_82	1749	8	1	28	69	838
Entry57_31	1289	3	0	311	21	2112
fecC_54	1090	47	3	857	25	1896
slr2046_25	1890	1757	3	33	93	1422
slr0757_107	3360	17	989	2554	193	3945
ssr7018_20	1234	0	0	138	6	758
Entry81_32	417	10	3	36	127	833
Entry757_32	2296	4	108	31	22	3042
Entry1869_152	1750	11	7	148	61	1191
slr1147_28	2388	1211	0	80	1381	253
Entry997_111	557	0	12	9	0	14
Entry285_66	1610	3	4	223	25	1587
Entry642_79	2154	6	2	127	28	2726
livH_64	1417	3	0	500	14	1061
Entry225_62	2851	5	190	1655	80	3604
Entry2045_4	1281	1	0	182	12	1353
slr0146_50	1314	1	0	40	12	290
Sac1_16	3170	4	450	6	27	2382
int_31	774	0	60	5	13	733
hisB_9	776	0	0	3	7	442
sll1161_30	1092	31	0	9	6	1500
sll1652_62	1835	557	16	171	278	3867
Entry604_61	1722	7	317	30	66	2791
slr0729_4	744	1	2	525	10	97
Entry1804_35	1866	676	2904	332	31	3245
fecB2_82	1630	1	491	1168	1249	1166
rpl33_56	210	2	0	5	29	642
fabG3_76	1413	4	608	225	39	221
Entry531_24	2151	24	2	1818	112	3574
fabF2_8	1591	0	0	8	16	141
ssl7045_112	1319	1	266	216	18	288
sll1647_14	1929	6	49	221	41	726
sll0759_47	889	2	1253	18	27	502
sll1086_49	1710	15	9	152	169	1349
Entry1903_39	1555	1671	2	45	36	2654
slr0116_25	2209	26	8	167	374	3924
slr1658_48	1241	2	43	70	89	875
Entry1611_57	1679	66	504	135	36	2861
Entry1497_87	2263	3	4	117	18	2289
sll1863_55	973	0	1	200	3	254
Entry473_42	1460	4387	477	11	48	607
sll0010_217	4583	18	1490	1354	66	6250
sll0360_27	876	2	429	87	13	283
slr6012_27	5748	2145	166	312	115	12863
Entry778_29	1451	4	476	252	25	2021
slr5023_91	1121	5	1	30	65	1477
sll0668_87	2774	958	4	184	45	1367
psbF_8	1404	6	105	18	27	594
Entry406_35	1472	8	613	1338	25	2170
Entry246_30	1151	1	1	386	1047	894
Entry85_13	2533	6368	2499	118	279	4069
sll0547_55	2670	21	425	201	211	2701
slr1461_31	860	16	4	61	165	415
sll1455_48	1498	6	3	1496	156	2889
gltB_52	2674	11	0	964	216	3107
Entry843_56	746	8	50	44	90	582
ssr5020_77	1168	17	4	1786	166	1872
Entry1095_37	1338	0	0	193	14	852
Entry1559_43	4024	2	5	17	44	1422
IAP75_8	4466	4	593	611	1504	2310
Entry1036_20	62	0	0	0	1	25
slr0013_44	4215	164	153	438	47	1689
thrA_34	894	0	245	4	14	673
slr1677_7	2464	30	1	447	58	5009
glcP_18	1239	751	2	62	60	2435
icfA_37	2581	18	1	425	68	722
sll1106_154	1507	2	1	102	23	1084
slr1493_21	1115	4	175	89	7	792
Entry634_43	1165	11	1	5	14	747
slr1747_40	2443	2	119	2472	34	3050
ssr7018_9	1058	4	359	8	15	303
slr2042_29	2585	19	1355	103	221	2756
slr1478_22	1680	4	0	114	32	2354
Entry167_74	83	2	14	9	24	221
slr5005_25	1579	5	7	129	76	3367
Entry388_26	940	1	1	9	13	1011
Entry723_54	1553	1333	9	9	31	2730
sll6093_59	931	2	0	4	16	442
Entry139_0	833	219	329	1	10	193
menE_248	667	3	0	67	9	1190
Entry1784_71	5745	24	1872	574	330	14963
sll7002_294	851	8	622	36	82	1161
Entry39_31	11984	25	240	935	378	8758
Entry655_33	981	5	3	36	81	1456
Entry1386_64	723	7	43	162	92	218
nusG_51	288	3	1	191	41	502
slr0846_90	2060	5	2134	45	150	4276
slr0517_23	1288	1	1261	34	14	543
slr7057_32	1552	21	158	56	146	164
Entry615_72	1950	5053	5	9	25	1668
ssr0256_66	3849	86	241	2873	274	6441
slr1429_7	7532	33	93	524	607	15675
cpcG2_27	2367	4	0	13	239	2972
Entry396_55	2137	773	871	329	23	2281
sll0293_3	3527	14	8	157	158	6221
sll0777_97	522	0	0	17	8	204
ssr6003_4	633	3	0	13	30	143
Entry816_36	1169	12	4	782	166	2290
sll0160_16	2667	8	2124	32	79	2117
ssr2153_15	2935	5	3	209	69	1056
SyR46_31	2424	21	5	57	145	4236
Entry421_0	2704	19	4	127	79	2371
panB_11	1159	139	4	23	73	1441
Entry1384_29	1725	10	184	182	97	1289
sll0149_9	4979	78	553	3416	439	7152
slr0095_103	1115	9	262	497	129	443
lgt_34	2916	1540	3	46	17	1470
slr1969_26	918	12	3	79	167	1573
sll1985_169	482	3	0	3	16	583
slr1815_84	4358	20	867	1173	170	8251
slr1735_7	2856	14	5	46	180	2288
Entry1424_47	1331	3	1116	744	14	1004
Entry734_94	2140	664	571	68	160	1460
slr1668_132	2406	39	2023	630	88	2903
slr2025_35	3620	18	34	1355	142	2528
sll0609_20	1058	6	595	64	72	1186
Entry733_49	1932	11	1242	27	86	2677
Entry2096_63	2307	5576	4	54	47	3169
cpcF_44	933	0	0	6	11	500
Entry162_5	1649	59	5	60	79	2021
slr0645_37	2748	32	2	250	41	3167
